,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.51,0.67,0.69,0.23,0.87,1.0,0.0,1.0,0.83,1.0,1.0,0.56,0.27,0.75,0.67
badtrinity-zero.csv,0.79,1.0,1.0,0.5,0.33,0.09,0.1,0.71,0.72,1.0,0.94,0.74,0.19,0.74,0.74
biodwh.csv,0.52,0.8,0.64,0.41,0.31,0.04,0.2,0.86,0.89,0.96,1.0,0.5,1.0,0.6,0.73
critterding.csv,0.49,1.0,0.52,0.3,0.5,0.1,0.09,0.71,0.78,0.85,0.92,0.85,0.35,0.7,0.7
elateportal.csv,0.0,0.0,0.45,0.35,0.26,0.09,0.07,0.0,0.61,0.0,1.0,0.56,0.11,0.33,0.68
enzo.csv,0.4,0.47,0.5,0.38,0.3,0.09,0.06,0.76,0.69,0.97,0.89,0.63,0.12,0.63,0.69
factor.csv,1.0,0.67,0.38,0.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.98,0.71
gusanos.csv,0.4,0.43,0.52,0.41,0.37,0.14,0.11,1.0,0.61,0.92,0.86,0.85,0.18,0.71,0.71
miranda.csv,0.44,0.59,0.66,0.4,0.34,0.08,0.07,0.92,0.69,0.81,1.0,0.75,0.21,0.17,1.0
modplug.csv,0.42,0.5,0.48,0.41,0.34,0.05,0.03,0.8,1.0,0.71,0.91,0.79,0.17,0.6,0.69
monetdb.csv,0.39,0.51,0.52,0.3,0.98,0.08,0.06,0.68,0.81,0.76,0.94,0.85,0.19,0.93,0.69
quarkplayer.csv,0.34,0.39,0.4,0.22,0.23,0.03,1.0,0.62,0.52,0.81,0.84,0.48,0.1,0.55,0.56
reactos-mirror.csv,0.94,0.45,0.49,0.31,0.44,0.07,0.07,0.7,0.78,0.85,0.89,0.74,0.14,0.62,0.68
sandiaportals.csv,0.45,0.53,0.56,0.39,0.41,0.13,0.07,0.76,0.75,0.88,0.95,1.0,0.14,0.7,0.7
xbplayer.csv,0.44,0.59,0.79,1.0,0.58,0.1,0.09,0.89,0.85,1.0,1.0,1.0,0.26,0.71,0.74
