,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.0,0.0,0.0,4.0,0.0,0.0,168.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0
badtrinity-zero.csv,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
biodwh.csv,0.0,0.0,5.0,2.0,9.0,26.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
critterding.csv,2.0,0.0,0.0,5.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
elateportal.csv,875.0,74.0,0.0,8.0,0.0,7.0,4.0,95.0,0.0,126.0,0.0,1.0,16.0,2.0,1.0
enzo.csv,0.0,1.0,0.0,6.0,2.0,11.0,33.0,2.0,0.0,0.0,2.0,3.0,21.0,1.0,3.0
factor.csv,0.0,1.0,1.0,7.0,145.0,152.0,168.0,0.0,78.0,126.0,49.0,0.0,0.0,0.0,1.0
gusanos.csv,1.0,1.0,0.0,2.0,12.0,4.0,8.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0
miranda.csv,0.0,1.0,0.0,3.0,7.0,35.0,12.0,1.0,3.0,0.0,0.0,2.0,8.0,3.0,0.0
modplug.csv,0.0,1.0,0.0,6.0,3.0,23.0,7.0,4.0,0.0,0.0,2.0,4.0,9.0,0.0,5.0
monetdb.csv,3.0,1.0,0.0,9.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
quarkplayer.csv,0.0,1.0,0.0,12.0,2.0,5.0,0.0,2.0,0.0,0.0,3.0,4.0,16.0,0.0,3.0
reactos-mirror.csv,0.0,2.0,0.0,12.0,13.0,4.0,11.0,3.0,0.0,0.0,3.0,2.0,19.0,0.0,3.0
sandiaportals.csv,0.0,0.0,0.0,7.0,1.0,10.0,11.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0
xbplayer.csv,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
