,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.23,0.2,0.23,0.11,0.42,1.0,0.0,0.11,0.3,0.15,0.04,0.16,0.26,0.13,0.13
badtrinity-zero.csv,0.19,0.38,0.97,0.22,0.4,0.16,0.17,0.14,0.6,0.09,0.85,0.65,0.29,0.67,0.73
biodwh.csv,0.26,0.36,0.28,0.47,0.13,0.05,0.13,0.41,0.25,0.35,0.09,0.07,0.96,0.24,0.62
critterding.csv,0.38,0.99,0.51,0.31,0.25,0.18,0.15,0.48,0.63,0.41,0.87,0.33,0.47,0.56,0.65
elateportal.csv,0.0,0.0,0.33,0.5,0.28,0.16,0.1,0.0,0.44,0.0,1.0,0.44,0.18,0.09,0.76
enzo.csv,0.51,0.52,0.61,0.49,0.43,0.16,0.11,0.73,0.75,0.98,0.91,0.55,0.2,0.7,0.72
factor.csv,0.01,0.11,0.07,0.48,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.59,0.14,0.98,0.43
gusanos.csv,0.44,0.57,0.46,0.56,0.42,0.23,0.19,1.0,0.58,0.61,0.55,0.74,0.28,0.72,0.75
miranda.csv,0.45,0.39,0.59,0.43,0.47,0.15,0.12,0.48,0.64,0.67,0.17,0.68,0.29,0.04,0.99
modplug.csv,0.54,0.59,0.59,0.52,0.5,0.07,0.05,0.79,0.99,0.58,0.93,0.82,0.27,0.32,0.77
monetdb.csv,0.41,0.56,0.38,0.31,0.96,0.12,0.1,0.63,0.54,0.37,0.5,0.47,0.3,0.74,0.59
quarkplayer.csv,0.38,0.4,0.4,0.28,0.27,0.06,1.0,0.5,0.45,0.62,0.77,0.29,0.15,0.49,0.24
reactos-mirror.csv,0.93,0.56,0.58,0.43,0.51,0.12,0.13,0.75,0.74,0.49,0.91,0.75,0.24,0.63,0.75
sandiaportals.csv,0.54,0.64,0.6,0.54,0.54,0.22,0.13,0.78,0.77,0.65,0.95,1.0,0.24,0.59,0.78
xbplayer.csv,0.37,0.46,0.37,0.98,0.41,0.12,0.14,0.51,0.56,0.18,0.09,0.46,0.38,0.36,0.6
