,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.41,0.45,0.33,0.52,0.77,0.32,0.38,0.51,0.87,0.53,0.2,0.34,0.05,0.7,0.54,0.9,0.52,0.88,0.08,0.51
badtrinity-zero.csv,0.69,0.0,0.5,0.66,0.74,0.0,0.19,0.53,0.92,0.37,0.08,0.42,0.08,0.0,0.74,0.73,0.46,0.0,0.18,0.42
boost.csv,0.57,0.54,0.38,0.63,0.72,0.59,0.18,0.55,0.92,0.45,0.09,0.55,0.08,0.87,0.51,0.76,0.45,0.9,0.1,0.52
critterding.csv,0.43,0.66,0.25,0.5,0.7,0.33,0.25,0.41,0.91,0.3,0.07,0.46,0.07,0.7,0.48,0.88,0.38,0.89,0.1,0.4
enzo.csv,0.41,0.42,0.33,0.51,0.73,0.33,0.22,0.44,0.85,0.33,0.07,0.33,0.07,0.79,0.48,0.71,0.43,0.94,0.09,0.41
etics.csv,0.69,0.59,0.56,0.77,0.74,0.49,0.25,0.67,0.92,0.46,0.15,0.57,0.11,0.78,0.68,0.97,0.45,0.76,0.08,0.79
fmri-dmt.csv,0.41,0.38,0.22,0.44,0.66,0.31,0.09,0.36,0.86,0.22,0.04,0.36,0.07,0.64,0.41,0.57,0.16,0.77,0.32,0.29
genecys.csv,0.43,0.46,0.19,0.5,0.68,0.25,0.2,0.35,0.92,0.32,0.07,0.38,0.04,0.7,0.42,0.69,0.27,0.8,0.1,0.33
gusanos.csv,0.47,0.47,0.3,0.62,0.75,0.34,0.25,0.51,0.89,0.32,0.2,0.38,0.04,0.86,0.68,0.87,0.47,1.0,0.1,0.46
kftpgrabber.csv,1.0,0.5,0.67,0.66,0.76,0.35,0.4,0.57,1.0,0.53,0.19,0.44,0.09,0.81,0.57,1.0,0.57,0.92,0.08,0.6
kvs.csv,0.44,0.44,0.38,0.6,0.79,0.22,0.52,0.36,0.67,0.51,0.08,0.46,0.03,0.69,0.53,0.88,0.57,0.94,0.08,0.35
mcore3d.csv,0.38,0.43,0.75,0.6,0.78,0.45,0.22,0.57,0.88,0.46,0.08,0.57,0.12,0.84,0.51,0.84,0.53,1.0,0.1,0.52
modplug.csv,0.41,0.46,0.25,0.5,0.69,0.36,0.23,0.44,0.89,0.37,0.08,0.4,0.07,0.73,0.47,0.91,0.36,0.9,0.06,0.41
monetdb.csv,0.41,0.55,0.5,0.62,0.77,0.62,0.0,0.66,0.97,0.54,0.18,0.39,0.05,0.96,0.58,0.96,0.46,0.9,0.25,0.53
ogrehg.csv,0.59,0.67,0.35,0.62,0.74,0.43,0.17,0.59,0.93,0.39,0.14,0.53,0.1,0.86,0.57,0.77,0.45,0.9,0.14,0.61
passwordsafe.csv,0.57,0.67,0.26,0.58,0.72,0.43,0.14,0.51,0.93,0.44,0.08,0.44,0.09,0.77,0.62,0.91,0.38,0.97,0.05,0.65
projecteqemu.csv,0.48,0.65,0.32,0.74,0.81,0.42,0.33,0.62,0.91,0.47,0.16,0.58,0.11,0.86,0.67,0.88,0.59,0.86,0.16,0.78
quarkplayer.csv,0.47,0.5,0.21,0.48,0.68,0.39,0.22,0.22,1.0,0.05,0.05,0.45,0.15,0.56,0.44,0.73,0.09,0.79,0.11,0.25
reactos-mirror.csv,0.61,0.57,0.24,0.57,0.71,0.46,0.2,0.41,0.9,0.45,0.1,0.49,0.08,0.71,0.55,0.8,0.47,0.9,0.11,0.51
xbplayer.csv,0.46,0.57,0.5,0.59,0.83,0.55,0.38,0.56,0.94,0.69,0.11,0.44,0.07,0.89,0.55,0.77,0.42,1.0,0.11,0.73
