,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.33,0.2,0.47,0.27,0.99,0.29,0.16,0.21,0.41,0.22,0.2,0.3,0.5
codepurge.csv,0.25,0.37,0.15,0.33,0.11,0.32,0.19,0.39,0.62,0.37,0.96,0.32,0.38
crisscross.csv,0.17,1.0,0.3,0.24,0.07,0.22,0.0,0.24,0.35,0.35,0.23,0.28,0.22
elvishrayrenderer.csv,0.36,0.2,0.83,0.62,0.58,0.46,0.16,0.4,0.47,0.29,0.21,0.56,1.0
gwanted.csv,0.0,0.0,0.31,0.15,0.08,0.09,0.17,0.49,0.38,0.94,0.0,0.03,0.06
jitterbit.csv,0.25,0.22,0.35,0.57,0.08,0.51,0.34,0.96,0.49,0.39,0.29,0.55,0.66
ldview.csv,0.15,0.15,0.67,0.48,0.34,0.98,0.53,0.44,0.41,0.33,0.17,0.29,0.72
libopenmetaverse.csv,0.13,0.4,0.76,0.94,0.42,0.46,0.42,0.48,0.53,0.45,0.28,0.6,0.56
mb-unit.csv,0.42,0.36,0.99,0.54,0.66,0.32,0.24,0.31,0.55,0.21,0.31,0.59,0.69
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.06
nova.csv,0.96,0.27,0.58,0.42,0.35,0.33,0.0,0.39,0.54,0.33,0.2,0.48,0.57
olex2.csv,0.32,0.37,0.48,0.47,0.19,0.43,0.0,0.42,0.32,0.19,0.25,0.97,0.65
tolven.csv,0.27,0.23,0.35,0.29,0.12,0.08,0.4,0.28,0.99,0.25,0.11,0.37,0.43
