,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,0.0,0.35,0.44,0.16,0.62,0.37,0.7,0.56,0.23,0.64,0.0,0.11,0.63
avifile.csv,0.95,0.46,0.54,0.04,0.35,0.43,0.54,0.38,0.18,0.4,0.09,0.47,0.8,0.18
delphilhlplib.csv,0.23,0.4,0.29,0.54,0.75,0.71,0.45,0.21,0.69,0.43,0.36,0.0,0.13,0.51
fluidium.csv,0.0,0.31,0.17,0.23,0.05,0.47,0.65,0.0,0.0,0.05,0.0,0.26,0.22,0.0
gnome-jabber.csv,0.0,0.53,0.59,0.61,0.45,0.64,0.53,0.52,0.69,0.55,0.61,0.68,0.64,0.69
ipfilter.csv,0.65,0.41,0.0,0.39,0.0,0.11,0.51,0.23,0.3,0.54,0.09,0.0,0.96,0.53
jparsec.csv,0.39,0.0,0.6,0.0,0.0,0.59,0.5,0.59,0.37,0.65,0.44,0.0,0.62,0.72
loki-lib.csv,0.43,0.3,0.48,0.0,0.65,0.18,0.33,0.28,0.74,0.35,0.67,0.0,0.53,0.47
mumble.csv,0.0,0.09,0.68,0.33,0.37,0.38,0.0,0.45,0.81,0.59,0.39,0.74,0.55,0.0
opengs.csv,0.44,0.51,0.63,0.51,0.42,0.76,0.53,0.44,0.61,0.32,0.2,0.35,0.52,0.41
owfs.csv,0.7,0.49,0.16,0.2,0.46,0.21,0.49,0.6,0.6,0.44,0.49,0.5,0.51,0.67
rectracker.csv,0.09,0.36,0.87,0.33,0.0,0.05,0.36,0.48,0.65,0.0,0.37,0.0,0.2,0.13
rockbox.csv,0.41,0.31,0.51,0.35,0.7,0.37,0.37,0.72,0.61,0.13,0.28,0.29,0.42,0.8
zealos.csv,0.44,0.48,0.47,0.8,0.49,0.2,0.06,0.35,0.43,0.44,0.35,0.26,0.2,0.19
