,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,0.0,0.3,0.4,0.13,0.63,0.33,0.71,0.52,0.2,0.66,0.0,0.09,0.84
avifile.csv,1.0,0.82,0.52,0.03,0.79,0.41,0.67,0.45,0.16,0.36,0.9,0.7,0.89,0.16
delphilhlplib.csv,0.2,0.36,0.25,0.5,0.77,0.8,0.43,0.18,0.72,0.4,0.31,0.0,0.11,0.47
fluidium.csv,0.0,0.27,0.14,0.2,0.04,0.43,0.67,0.0,0.0,0.04,0.0,0.22,0.3,0.0
gnome-jabber.csv,0.0,0.73,0.73,0.6,0.45,0.65,0.52,0.5,0.92,0.51,0.69,0.65,0.78,0.74
ipfilter.csv,0.8,0.91,1.0,0.9,0.91,0.09,0.71,0.84,0.36,0.53,0.97,0.93,0.96,0.68
jparsec.csv,0.4,0.91,0.71,1.0,1.0,0.72,0.76,0.79,0.92,0.62,0.83,1.0,0.74,1.0
loki-lib.csv,0.4,0.91,0.45,1.0,0.62,0.15,0.29,0.24,0.88,0.31,0.66,0.99,0.59,0.42
mumble.csv,0.0,0.91,0.73,0.97,0.89,0.35,0.0,0.42,0.8,0.62,0.34,0.78,0.63,0.0
opengs.csv,0.4,0.55,0.62,0.47,0.55,0.8,0.52,0.42,0.6,0.91,0.17,0.3,0.52,0.37
owfs.csv,1.0,0.45,0.71,0.17,0.42,0.98,0.67,0.63,0.64,0.96,0.93,0.48,0.78,0.89
rectracker.csv,0.8,1.0,0.88,1.0,1.0,1.0,1.0,0.89,0.84,1.0,0.93,1.0,0.78,0.95
rockbox.csv,0.4,0.27,0.55,0.3,0.7,0.35,0.33,0.79,0.6,0.84,0.24,0.25,0.37,0.79
zealos.csv,0.4,0.45,0.75,0.87,0.91,0.17,0.05,0.34,0.4,0.42,0.31,0.24,0.17,0.16
