,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.34,0.57,0.42,0.72,0.48,0.59,1.0,0.65,0.65,0.76,0.67,0.78,0.87,0.36,1.0,0.42
beast-mcmc.csv,0.53,0.53,0.26,0.63,0.5,0.58,0.35,0.61,0.26,0.59,0.6,0.78,0.92,0.43,0.26,0.39
bigdata.csv,0.53,0.63,0.27,0.65,0.56,0.51,0.39,0.68,0.2,0.62,0.54,0.88,0.91,0.56,0.27,0.36
cuberok.csv,0.41,0.5,0.17,0.65,0.49,0.51,0.65,0.53,0.34,0.59,0.41,0.71,0.9,0.65,0.3,0.33
exist.csv,0.31,0.6,0.23,0.75,0.53,0.51,0.41,0.5,0.22,0.81,0.55,0.78,0.91,0.55,0.29,0.39
icescrum.csv,0.51,0.59,0.3,0.83,0.52,0.62,0.45,0.65,0.42,0.7,0.8,0.86,0.91,0.31,0.24,0.65
jbasic.csv,0.31,0.51,0.19,0.66,0.48,0.54,0.39,0.66,0.31,0.58,0.38,0.78,0.93,0.37,0.29,0.4
jrefactory.csv,0.2,0.74,0.17,0.52,0.42,0.46,0.39,0.45,0.26,0.56,0.56,0.82,0.85,0.58,0.29,0.34
jsecurity.csv,0.55,0.49,0.4,0.77,0.55,0.58,0.32,0.68,0.18,0.63,0.64,0.93,0.9,0.45,0.19,0.5
libopenmetaverse.csv,0.27,0.58,0.19,0.64,0.7,0.51,0.33,0.49,0.33,0.54,0.54,0.8,0.88,0.55,0.24,0.37
mobicents.csv,0.36,0.54,0.29,0.91,0.43,0.7,0.42,0.55,0.4,0.62,0.58,0.83,0.91,0.56,0.34,0.4
opendvr.csv,0.42,0.47,0.36,0.77,0.49,0.63,0.47,0.62,0.38,0.63,0.65,0.8,0.87,0.5,0.52,0.55
power-architect.csv,0.35,0.58,0.24,0.62,0.52,0.53,0.39,0.42,0.25,0.55,0.54,0.96,0.89,0.65,0.29,0.37
sidekar.csv,0.0,0.0,0.0,0.87,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
wheat.csv,0.36,0.4,0.23,0.75,0.5,0.55,0.44,0.4,0.37,0.58,0.74,0.86,0.88,0.45,0.3,0.43
wsmt.csv,0.33,0.33,0.2,0.75,0.67,0.47,0.0,0.66,0.14,0.49,0.6,0.69,0.86,0.87,0.17,0.0
