,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.72,0.89,0.52,0.94,0.02,0.8,0.78,0.77,0.76,0.84,0.85,0.7,0.4,1.01,0.85,0.88,1.01,0.6,0.88
autofac.csv,0.57,0.9,0.61,0.07,0.68,0.75,0.66,0.7,0.56,0.72,0.56,0.63,0.76,0.73,0.58,0.49,0.62,0.71,0.43
avisynth2.csv,1.0,1.0,0.98,1.0,1.0,1.0,0.94,1.0,1.0,0.99,0.97,0.98,1.0,0.0,0.99,1.0,0.94,1.0,1.0
dsworkbench.csv,0.56,0.88,0.06,0.76,0.66,0.69,0.51,0.7,0.75,0.69,0.68,0.62,0.59,0.76,0.69,0.63,0.4,0.79,0.72
exist.csv,0.85,0.49,0.74,0.74,0.93,0.76,0.66,0.79,0.59,0.05,0.53,0.65,0.89,1.0,0.62,0.86,0.72,0.72,0.62
forester-atv.csv,1.07,0.04,0.94,0.93,0.98,0.95,1.0,0.87,0.95,0.94,0.9,0.95,1.0,1.0,0.92,1.0,0.82,0.92,0.94
freelords.csv,0.44,0.91,0.63,0.73,0.7,0.03,0.55,0.69,0.63,0.87,0.71,0.71,0.55,0.65,0.62,0.49,0.72,0.81,0.6
gephex.csv,0.74,0.97,0.78,0.75,0.65,0.67,0.66,0.76,1.0,0.73,0.78,0.71,0.84,1.09,0.87,0.77,0.66,0.03,0.77
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
java-gnome.csv,0.56,0.74,0.53,0.63,0.56,0.59,0.63,0.72,0.59,0.72,0.64,0.69,0.04,0.72,0.67,0.78,0.51,0.82,0.75
jpaul.csv,0.79,0.67,0.67,0.73,1.0,0.93,0.0,0.75,0.72,0.88,0.82,0.74,0.9,1.0,0.79,0.73,0.77,0.97,0.81
neodatis-odb.csv,1.14,0.67,0.56,0.67,0.75,0.82,0.76,0.03,0.57,0.76,0.68,0.71,0.82,1.1,0.81,0.61,0.78,0.72,0.95
octet.csv,1.26,0.67,0.77,0.73,0.91,0.97,0.82,0.76,0.76,0.72,0.95,0.89,1.0,1.01,0.81,0.0,0.83,0.84,0.89
personalaccess.csv,0.41,0.75,0.81,0.64,0.56,0.57,0.52,0.85,0.5,0.73,0.54,0.72,0.7,0.7,0.08,0.42,0.47,0.68,0.68
pokenetonline.csv,0.38,0.64,0.82,0.8,0.64,0.65,0.52,0.8,0.51,0.8,0.6,0.03,0.93,0.71,0.61,0.66,0.41,0.75,0.43
rcp-company-uibindings.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.98,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.0
scenemonitor.csv,0.72,0.69,0.71,0.71,0.94,0.73,0.94,0.9,0.05,0.58,0.66,0.62,0.64,0.39,0.59,0.72,0.57,0.79,0.82
servicestack.csv,0.88,0.5,0.83,0.64,0.74,0.82,0.53,0.63,0.45,0.63,0.73,0.66,0.96,0.73,0.69,0.79,0.06,0.97,0.68
st-filteredstatistics.csv,0.71,0.77,0.72,0.62,0.66,0.66,0.52,0.73,0.62,0.66,0.0,0.49,0.78,0.49,0.68,0.59,0.69,0.65,0.39
