,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,1.0,0.27,0.93,0.4,0.98,0.84,0.4,0.33,0.62,0.49,0.86,0.71,0.9,0.0,0.83,0.1,0.0,0.85,0.97
autofac.csv,0.98,0.4,0.83,1.0,0.58,0.72,0.35,0.39,0.69,0.6,0.82,0.76,0.78,0.05,0.87,0.2,0.44,0.64,0.98
avisynth2.csv,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0
dsworkbench.csv,1.0,0.26,0.98,0.5,0.81,0.84,0.42,0.37,0.71,0.67,0.82,0.75,0.84,0.04,0.89,0.19,0.55,0.79,1.0
exist.csv,1.0,0.6,0.75,0.5,0.45,0.76,0.55,0.3,0.56,0.99,0.83,0.8,0.78,0.0,0.9,0.17,0.45,0.87,0.98
forester-atv.csv,0.8,1.0,0.75,1.0,0.5,0.8,0.0,0.62,1.0,0.44,0.8,1.0,0.0,0.0,0.91,0.0,1.0,0.75,1.0
freelords.csv,1.0,0.24,0.79,0.45,0.57,1.0,0.41,0.37,0.47,0.44,0.81,0.73,0.84,0.07,0.87,0.2,0.42,0.55,0.98
gephex.csv,1.0,0.2,0.73,0.53,0.6,0.85,0.55,0.31,0.0,0.64,0.82,0.79,0.73,0.0,0.74,0.12,0.5,0.99,0.97
google-collections.csv,1.0,0.39,0.76,0.47,0.56,0.74,0.29,0.35,0.38,0.57,0.75,0.71,0.78,0.05,0.83,0.12,0.27,0.63,0.96
java-gnome.csv,1.0,0.37,0.84,0.54,0.84,0.83,0.36,0.34,0.56,0.56,0.79,0.72,1.0,0.06,0.9,0.11,0.5,0.65,0.96
jpaul.csv,1.0,0.48,0.89,0.8,0.0,0.75,1.0,0.43,0.39,0.64,1.0,0.75,0.7,0.0,0.88,0.22,0.67,1.0,0.98
neodatis-odb.csv,0.95,0.42,0.86,0.52,0.58,0.67,0.26,1.0,0.53,0.54,0.87,0.73,0.71,0.0,0.78,0.18,0.23,0.64,0.94
octet.csv,0.9,0.42,0.75,0.67,0.5,0.43,0.6,0.4,0.62,0.62,1.0,0.56,0.0,0.0,0.8,1.0,0.38,0.56,0.96
personalaccess.csv,1.0,0.42,0.78,0.52,0.66,0.81,0.41,0.31,0.54,0.62,0.82,0.75,0.79,0.05,0.98,0.23,0.44,0.66,0.96
pokenetonline.csv,1.0,0.45,0.77,0.47,0.62,0.78,0.43,0.31,0.52,0.59,0.81,1.0,0.58,0.06,0.87,0.15,0.48,0.61,0.99
rcp-company-uibindings.csv,0.97,0.39,0.76,0.47,0.56,0.74,0.29,0.35,0.35,0.57,0.76,0.71,0.77,0.05,0.83,0.12,0.27,0.63,1.0
scenemonitor.csv,1.0,0.41,0.77,0.6,0.44,0.88,0.13,0.36,1.0,0.68,0.83,0.86,0.83,0.11,0.96,0.29,0.44,0.64,0.95
servicestack.csv,0.96,0.54,0.68,0.54,0.6,0.71,0.42,0.42,0.56,0.62,0.75,0.79,0.59,0.05,0.84,0.1,1.0,0.67,0.97
st-filteredstatistics.csv,0.98,0.41,0.76,0.56,0.59,0.76,0.41,0.35,0.45,0.62,1.0,0.81,0.74,0.08,0.85,0.16,0.3,0.67,0.99
