,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.68,0.73,0.63,0.8,0.61,0.89,0.9,0.79,0.88,0.86,0.86,0.61,0.48,0.89,0.96,0.9,0.86,0.76,0.97
autofac.csv,0.39,0.35,0.45,0.52,0.65,0.58,0.47,0.45,0.62,0.39,0.39,0.44,0.41,0.45,0.43,0.53,0.75,0.42,0.48
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.5,0.0,0.0
dsworkbench.csv,0.46,0.58,0.41,0.69,0.96,0.65,0.46,0.56,0.86,0.6,0.59,0.43,0.54,0.74,0.57,0.56,0.55,0.95,0.61
exist.csv,0.92,0.48,0.54,0.67,0.91,0.59,0.64,0.43,0.56,0.46,0.37,0.53,0.89,0.8,0.47,0.83,0.73,0.74,0.5
forester-atv.csv,0.8,0.56,0.75,0.5,0.5,0.8,0.0,0.88,0.0,0.94,0.8,0.67,0.0,0.0,0.91,0.0,0.67,0.88,0.93
freelords.csv,0.44,0.66,0.5,0.45,0.59,0.43,0.43,0.49,0.58,0.58,0.62,0.36,0.44,0.42,0.47,0.44,0.75,0.51,0.56
gephex.csv,0.71,0.8,0.82,0.73,0.68,0.58,0.82,0.54,0.0,0.81,0.91,0.88,0.8,0.7,0.97,0.59,0.83,0.48,0.77
google-collections.csv,0.39,0.35,0.36,0.32,0.44,0.38,0.45,0.4,0.31,0.34,0.29,0.33,0.38,0.4,0.37,0.45,0.41,0.35,0.39
java-gnome.csv,0.51,0.37,0.46,0.46,0.94,0.5,0.45,0.51,0.62,0.51,0.42,0.56,0.44,0.67,0.61,0.72,0.5,0.37,0.72
jpaul.csv,0.71,0.52,0.63,0.9,0.0,0.88,0.65,0.78,0.42,0.95,0.86,0.71,0.9,0.5,0.78,0.89,0.83,0.5,0.86
neodatis-odb.csv,0.74,0.53,0.52,0.78,0.97,0.77,0.67,0.78,0.58,0.74,0.8,0.67,0.79,0.68,0.64,0.63,0.85,0.71,0.67
octet.csv,0.95,0.55,0.75,0.92,0.92,0.93,0.8,0.8,0.88,0.77,0.5,0.78,0.0,0.86,0.88,0.86,0.88,0.93,0.96
personalaccess.csv,0.34,0.32,0.37,0.45,0.5,0.44,0.44,0.39,0.34,0.39,0.32,0.33,0.48,0.5,0.38,0.46,0.44,0.35,0.4
pokenetonline.csv,0.38,0.39,0.38,0.34,0.57,0.49,0.43,0.44,0.41,0.37,0.33,0.38,0.83,0.4,0.35,0.5,0.44,0.42,0.42
rcp-company-uibindings.csv,0.38,0.35,0.36,0.32,0.44,0.38,0.45,0.4,0.33,0.34,0.27,0.33,0.37,0.4,0.37,0.45,0.42,0.35,0.4
scenemonitor.csv,0.68,0.45,0.5,0.73,0.89,0.8,0.67,0.91,0.53,0.48,0.56,0.57,0.43,0.52,0.47,0.86,0.5,0.64,0.67
servicestack.csv,0.91,0.39,0.82,0.71,0.97,0.83,0.54,0.63,0.41,0.5,0.5,0.62,0.86,0.75,0.46,0.68,0.69,0.67,0.59
st-filteredstatistics.csv,0.39,0.35,0.4,0.42,0.66,0.49,0.41,0.41,0.36,0.39,0.33,0.38,0.48,0.46,0.45,0.44,0.51,0.42,0.35
