,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.0,0.28,0.12,0.09,0.02,0.11,0.15,0.31,0.09,0.29,0.08,0.44,0.31,0.15,0.16,0.18,0.15,0.12,0.1
autofac.csv,0.5,0.9,0.31,0.0,0.42,0.54,0.63,0.67,0.12,0.69,0.38,0.4,0.69,0.65,0.48,0.47,0.2,0.59,0.3
avisynth2.csv,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
dsworkbench.csv,0.0,0.35,0.06,0.24,0.1,0.18,0.37,0.37,0.06,0.22,0.23,0.52,0.38,0.35,0.2,0.25,0.2,0.1,0.0
exist.csv,0.0,0.25,0.38,0.27,0.12,0.25,0.12,0.44,0.22,0.01,0.38,0.24,0.12,0.08,0.24,0.1,0.13,0.07,0.2
forester-atv.csv,0.5,0.0,0.06,0.0,0.02,0.04,0.02,0.04,0.0,0.12,0.08,0.0,0.0,0.02,0.04,0.0,0.0,0.05,0.0
freelords.csv,0.0,0.55,0.44,0.48,0.42,0.0,0.54,0.61,0.31,0.56,0.23,0.68,0.44,0.65,0.4,0.39,0.15,0.51,0.2
gephex.csv,0.0,0.1,0.38,0.21,0.42,0.18,0.12,0.47,0.03,0.22,0.15,0.2,0.25,0.44,0.32,0.29,0.13,0.02,0.2
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
java-gnome.csv,0.0,0.55,0.38,0.36,0.1,0.29,0.34,0.44,0.22,0.44,0.38,0.4,0.0,0.27,0.2,0.31,0.2,0.8,0.3
jpaul.csv,0.0,0.28,0.12,0.06,0.0,0.07,0.0,0.19,0.59,0.09,0.0,0.24,0.19,0.03,0.16,0.14,0.04,0.0,0.1
neodatis-odb.csv,1.0,0.55,0.25,0.33,0.27,0.46,0.49,0.0,0.28,0.39,0.15,0.32,0.5,0.45,0.52,0.61,0.43,0.37,0.8
octet.csv,1.0,0.45,0.31,0.12,0.12,0.29,0.05,0.21,0.09,0.27,0.0,0.48,0.06,0.11,0.32,0.0,0.11,0.29,0.1
personalaccess.csv,0.0,0.72,0.81,0.45,0.42,0.36,0.46,0.79,0.5,0.72,0.46,0.72,0.38,0.61,0.08,0.39,0.3,0.59,0.5
pokenetonline.csv,0.0,0.6,0.81,0.76,0.38,0.39,0.32,0.69,0.41,0.79,0.54,0.0,0.31,0.71,0.56,0.33,0.28,0.59,0.2
rcp-company-uibindings.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.97,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.87,1.0,0.0
scenemonitor.csv,0.0,0.42,0.38,0.18,0.1,0.11,0.32,0.1,0.0,0.33,0.23,0.16,0.31,0.39,0.08,0.1,0.22,0.24,0.3
servicestack.csv,0.5,0.48,0.44,0.33,0.25,0.25,0.34,0.36,0.38,0.51,0.38,0.24,0.56,0.31,0.52,0.55,0.0,0.02,0.3
st-filteredstatistics.csv,0.5,0.75,0.62,0.61,0.5,0.46,0.49,0.66,0.56,0.61,0.0,0.4,0.5,0.35,0.6,0.41,0.65,0.54,0.2
