,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.51,0.58,0.41,0.61,0.8,0.9,0.37,0.93,0.34,0.6,0.55,0.49,0.67,0.4,0.78,0.37,0.41,0.5
dspace-gsoc.csv,0.63,0.88,0.56,0.73,0.89,0.88,0.75,0.8,0.72,0.72,0.45,0.49,1.13,0.97,0.94,0.77,0.77,1.04
fbmanager.csv,0.93,0.91,0.35,0.53,0.96,0.83,0.69,0.96,1.0,0.78,0.81,0.94,0.44,0.95,0.75,0.94,1.0,0.5
fido.csv,1.0,0.91,1.0,0.89,0.95,0.88,1.0,0.72,1.0,0.98,1.0,1.0,1.03,0.99,0.13,1.0,0.99,0.91
freenet.csv,0.79,0.88,0.76,0.61,0.49,0.64,0.96,0.82,0.92,0.82,0.79,0.9,0.97,0.8,0.74,0.56,0.68,1.02
geogebra.csv,0.65,0.76,0.51,0.61,0.65,0.68,0.58,0.59,0.49,0.73,0.67,0.47,0.54,0.65,0.8,0.53,0.39,0.57
google-caja.csv,0.45,0.7,0.52,0.57,0.71,0.9,0.49,0.37,0.7,0.56,0.65,0.42,0.82,0.44,0.89,0.44,0.58,0.26
itext.csv,0.48,0.55,0.52,0.69,0.53,0.89,0.5,0.67,0.44,0.59,0.86,0.33,0.26,0.35,0.59,0.45,0.47,0.4
k3b.csv,0.43,0.8,0.78,0.68,0.67,0.9,0.68,0.97,0.9,0.4,0.95,0.5,0.64,0.99,0.9,0.97,0.94,1.03
megameknet.csv,0.7,0.63,0.65,0.62,0.58,0.7,0.55,0.97,0.8,0.63,0.76,0.65,1.17,0.5,1.07,0.45,0.78,0.12
myfaces.csv,0.49,0.55,0.54,0.52,0.56,0.58,0.61,0.74,0.4,0.64,0.62,0.6,0.76,0.4,0.63,0.49,0.46,0.53
onotoa.csv,0.96,0.7,0.85,0.95,0.63,0.63,0.88,0.77,0.92,0.92,0.82,0.9,1.19,0.96,0.88,0.52,0.59,1.02
paintown.csv,0.36,0.61,0.78,0.95,0.71,0.8,1.01,1.01,0.94,0.61,0.7,0.62,0.92,0.97,0.87,0.96,0.94,1.08
powerfolder.csv,0.59,0.79,0.57,0.7,0.72,0.65,0.71,0.86,0.52,0.51,0.71,0.83,0.1,0.71,0.58,0.7,0.68,0.84
smartgwt.csv,0.52,0.6,0.56,0.74,0.78,0.81,0.93,0.7,0.57,0.54,0.91,0.94,0.13,0.31,0.4,0.83,0.72,0.52
sqlpower-library.csv,0.91,0.77,0.97,0.48,0.69,0.77,0.97,0.69,0.6,0.92,0.86,1.0,0.77,0.75,0.89,0.49,0.58,1.01
triplea.csv,0.6,0.37,0.54,0.63,0.89,0.69,0.62,0.72,0.8,0.55,0.67,0.45,0.55,0.6,0.92,0.55,0.54,0.17
