,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.03,0.57,0.02,0.94,0.33,0.81,0.5,0.48,0.03,0.56,0.13,0.95,0.29,0.22,0.17,0.71
fleet-simulator.csv,0.03,0.58,0.04,0.92,0.36,0.72,0.33,0.39,0.04,0.67,0.17,1.0,0.31,0.27,0.22,0.75
geogebra.csv,0.04,0.53,0.07,1.0,0.5,1.0,0.45,0.33,0.05,0.78,0.21,1.0,0.4,0.43,0.0,0.7
gtad.csv,0.14,0.71,0.05,1.0,0.53,0.74,0.56,0.59,0.0,0.72,0.19,1.0,0.41,0.57,0.12,0.79
hibernate.csv,0.06,0.62,0.0,1.0,0.41,0.69,0.46,0.58,0.06,0.25,0.2,1.0,0.4,0.38,0.2,0.86
ipfire-wall.csv,0.05,0.57,0.0,1.0,0.59,0.57,0.46,0.52,0.06,0.33,0.18,1.0,0.39,0.28,0.09,0.75
irplus.csv,0.06,0.57,0.04,0.93,0.41,0.69,0.5,0.42,0.09,0.37,0.21,1.0,0.39,0.41,0.28,0.72
mumble.csv,0.09,0.67,0.0,1.0,1.0,0.93,0.62,0.33,0.01,0.6,0.21,1.0,0.32,0.26,0.19,0.7
ondex.csv,0.03,1.0,0.0,1.0,0.44,0.67,0.39,0.43,0.02,0.39,0.29,1.0,0.38,0.41,0.19,0.88
powerfolder.csv,0.06,0.56,0.0,1.0,0.4,0.68,0.4,0.35,0.28,0.38,0.26,0.95,0.4,0.29,0.16,0.92
projectts.csv,0.04,0.64,0.02,1.0,0.33,0.77,0.38,0.31,0.03,0.68,0.23,0.96,0.35,0.4,0.08,0.78
quantlib.csv,0.0,0.0,0.0,0.95,0.0,0.64,0.0,0.12,0.0,0.23,0.17,1.0,0.29,0.22,0.33,0.0
smartgwt.csv,0.03,0.56,0.04,0.96,0.36,0.72,0.34,0.35,0.19,0.49,0.16,0.33,0.38,0.22,0.22,0.77
tweetsharp.csv,0.05,0.6,0.02,0.94,0.28,0.65,0.4,0.35,0.01,0.08,0.17,0.46,0.27,0.18,0.12,0.89
wxlua.csv,0.02,0.57,0.0,0.95,0.3,0.68,0.2,1.0,0.24,0.97,0.19,0.22,0.38,0.13,0.22,0.79
