,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.64,0.55,0.6,0.57,0.55,0.46,0.4,0.49,0.48,0.37,0.26,0.69,0.53,0.29
biopax.csv,0.56,0.0,0.0,0.0,0.61,0.37,0.24,0.2,0.36,0.0,0.38,0.3,0.0,0.82
gnupdate.csv,0.6,0.71,0.34,0.47,0.09,0.55,0.8,0.38,0.39,0.37,0.59,0.44,0.65,0.55
les-indemodables.csv,0.64,0.45,0.3,0.58,0.72,0.23,0.52,0.21,0.58,0.63,0.52,0.68,0.33,0.68
openxava.csv,0.51,0.15,0.62,0.47,0.52,0.34,0.18,0.46,0.51,0.91,0.6,0.56,0.13,0.18
ppcboot.csv,0.55,0.64,0.0,0.13,0.69,0.6,0.21,0.61,0.72,0.0,0.33,0.24,0.05,0.76
repositorium.csv,0.1,0.02,0.59,0.1,0.01,0.12,0.0,0.78,0.05,0.67,0.36,0.19,0.3,0.3
rsyslog.csv,0.73,0.57,0.2,0.55,0.69,0.47,0.54,0.59,0.48,0.21,0.63,0.34,0.0,0.21
simplewebservices.csv,0.0,0.39,0.71,0.52,0.05,0.0,0.0,0.0,0.09,0.33,0.49,0.0,0.65,0.34
ultimairis.csv,0.4,0.09,0.61,0.6,0.7,0.17,0.0,0.22,0.67,0.0,0.41,0.4,0.42,0.59
vars-redux.csv,0.57,0.5,0.39,0.76,0.71,0.4,0.48,0.65,0.52,0.72,0.65,0.63,0.5,0.62
wow-qrsk.csv,0.1,0.51,0.61,0.71,0.83,0.33,0.06,0.0,0.02,0.78,0.04,0.5,0.23,0.35
wxstudio.csv,0.55,0.25,0.15,0.5,0.28,0.42,0.43,0.62,0.41,0.0,0.71,0.1,0.02,0.19
xqilla.csv,0.05,0.1,0.07,0.36,0.35,0.12,0.12,0.36,0.22,0.99,0.31,0.04,0.17,0.15
