,f1,g,recall,precision,pf,wins
acegisecurity.csv,0.46,0.51,0.48,0.45999999999999996,0.185,13
biopax.csv,0.52,0.27,0.965,0.355,0.9299999999999999,4
gnupdate.csv,0.535,0.51,0.6799999999999999,0.43,0.605,10
les-indemodables.csv,0.4,0.55,0.655,0.37,0.485,9
openxava.csv,0.27,0.49,0.455,0.375,0.30000000000000004,6
ppcboot.csv,0.525,0.44000000000000006,0.92,0.38,0.845,7
repositorium.csv,0.16,0.155,0.13,0.325,0.18,0
rsyslog.csv,0.42,0.51,0.725,0.395,0.46,12
simplewebservices.csv,0.445,0.21000000000000002,0.96,0.32999999999999996,0.9450000000000001,3
ultimairis.csv,0.45,0.405,0.735,0.42500000000000004,0.595,8
vars-redux.csv,0.44,0.595,0.615,0.38,0.475,11
wow-qrsk.csv,0.27,0.33999999999999997,0.29500000000000004,0.505,0.15000000000000002,5
wxstudio.csv,0.25,0.345,0.35,0.315,0.38,2
xqilla.csv,0.175,0.16,0.135,0.355,0.22499999999999998,1
