,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.5,0.95,0.59,0.57
ngl.csv,0.46,0.48,0.99,0.41
qmmp.csv,0.5,0.46,0.52,0.97
quarkplusplus.csv,1.0,0.4,0.4,0.13
