,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,551.5,1631.5,99.0,616.5,1556.5,1162.0,97.5
elvishrayrenderer.csv,454.5,898.5,97.5,186.0,1002.5,801.5,97.5
graphmak.csv,429.5,1012.0,93.5,1161.5,2112.5,665.0,94.5
hazelcast.csv,731.0,814.5,97.5,376.0,1773.0,1553.0,97.5
jrdf.csv,445.5,548.5,292.5,186.0,1376.5,257.5,88.5
pdfedit.csv,542.0,395.5,99.0,524.0,1096.0,1098.5,97.5
tart.csv,619.5,366.0,99.0,1063.0,85.5,1717.0,94.5
