,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.85,0.97,0.21,1.0,0.86,0.95,1.0,0.83,0.69,0.57,0.5,0.92,0.98,1.0,0.75,1.0
customsagetv.csv,0.35,0.27,0.0,0.36,0.5,0.25,0.42,0.0,0.23,0.36,0.22,0.18,0.59,0.14,0.19,0.88
fluidium.csv,0.08,0.02,0.0,0.45,0.0,0.25,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.48,0.02,0.19
guineu.csv,0.58,0.46,0.05,0.09,0.23,0.55,0.51,0.52,0.15,0.27,0.36,0.53,0.34,1.0,0.25,0.87
inkscape.csv,0.65,0.82,1.0,1.0,0.27,0.15,0.74,0.61,0.85,0.71,0.21,1.0,0.84,0.95,0.97,0.98
mpqc.csv,0.23,0.11,0.1,0.0,0.27,0.65,0.26,0.35,0.23,0.23,0.6,0.37,0.14,0.57,0.17,0.37
nsis.csv,0.62,0.58,0.71,0.27,0.59,0.6,0.72,0.35,0.69,0.62,0.7,0.76,0.61,0.29,0.64,0.79
octave.csv,0.23,0.53,0.14,0.36,0.55,0.2,0.4,0.39,0.08,0.29,0.22,0.45,0.14,0.43,0.27,0.02
owfs.csv,0.73,0.8,1.0,0.36,0.77,0.3,0.74,0.83,0.92,0.89,0.48,0.5,0.61,0.48,0.83,0.35
owlib.csv,0.73,0.7,0.5,0.73,0.59,0.15,0.6,0.7,0.69,0.55,0.41,0.63,0.68,0.57,0.59,0.85
pamguard.csv,0.42,0.43,0.5,0.64,0.59,0.45,0.7,0.7,0.77,0.34,0.22,0.45,0.89,0.05,0.69,0.35
prelude.csv,0.96,0.98,0.86,1.0,0.95,0.75,1.0,0.96,0.85,0.98,0.63,0.92,0.93,0.71,0.88,0.98
robocode.csv,0.96,0.63,0.05,0.55,0.68,0.6,0.88,0.74,0.85,0.61,0.4,0.39,0.84,0.62,0.59,0.65
uwom-server.csv,0.35,0.32,0.1,0.27,0.41,0.3,0.58,0.39,0.62,0.64,0.27,0.53,0.14,0.48,0.2,0.35
zengine.csv,1.0,0.97,0.71,0.82,1.0,1.0,1.0,1.0,0.92,1.0,0.99,0.87,1.0,0.48,1.0,0.96
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69,0.81
