,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.1,0.0,0.07,1.0,0.06,0.01,0.0,0.23,0.06,0.0
coot.csv,0.75,0.22,0.64,0.0,0.47,0.51,0.38,0.77,0.0,0.72
haggle.csv,0.1,0.65,0.64,0.0,0.36,0.08,0.0,0.49,0.52,0.45
ibatisdb.csv,0.15,0.74,0.19,0.0,0.83,0.27,0.0,0.2,0.58,0.57
jas.csv,0.2,0.43,0.39,0.67,0.11,0.63,1.0,0.74,0.74,0.38
mesa3d.csv,0.5,0.57,0.59,1.0,0.5,0.77,0.12,0.31,0.58,0.85
ngl.csv,0.8,0.78,0.97,1.0,0.44,0.61,0.88,1.0,0.2,0.92
pustefix.csv,0.1,0.48,0.39,0.33,0.11,0.43,0.75,0.4,0.55,0.65
scenemonitor.csv,0.75,0.35,0.23,0.0,0.14,0.31,0.0,0.31,0.13,0.12
wsmt.csv,0.7,0.13,0.05,0.0,0.17,0.17,0.5,0.8,0.01,0.08
