,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.81,0.72,0.63,1.03,0.68,0.31,0.79,0.67,0.71,0.56,0.31,0.74
archive-crawler.csv,0.85,0.61,0.57,0.86,0.69,0.52,0.69,0.74,0.74,0.48,0.74,0.74
blue-c.csv,0.8,0.84,0.89,1.14,0.68,0.29,0.46,0.52,0.88,0.7,0.64,0.98
dynalloy.csv,0.82,0.37,0.62,1.09,0.82,0.55,0.72,0.87,0.63,0.8,0.46,0.81
jcae.csv,0.71,0.82,0.23,1.04,0.71,0.47,0.72,0.7,0.74,0.57,0.66,0.69
kmatplot.csv,0.28,0.78,0.62,0.91,0.86,0.38,0.6,0.65,0.63,0.57,0.69,0.99
mscore.csv,0.81,0.97,0.92,0.87,0.55,0.42,0.44,0.61,0.72,0.84,0.9,0.73
nosleepsoftware.csv,0.9,1.0,0.89,0.35,0.97,1.0,0.86,0.91,0.99,0.84,1.02,1.0
openmalaria.csv,0.55,0.72,0.95,0.77,0.42,0.4,0.6,0.35,0.68,0.66,1.0,0.71
popeye-chess.csv,0.52,0.73,0.56,0.67,0.42,0.47,0.5,0.54,0.47,0.68,0.52,0.54
riff-evolve.csv,0.48,0.58,0.77,1.06,0.41,0.63,0.63,0.7,0.41,0.65,0.63,0.63
virtuoso.csv,0.74,0.99,0.97,1.0,0.49,1.0,0.82,0.94,0.95,0.84,0.89,0.63
