,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.48,0.0,0.0,0.38,0.0,0.0,0.1,0.7,0.3,0.32,0.0,0.12,0.26,0.0,0.55,0.02,0.0
dvd-create.csv,0.8,0.72,0.48,0.0,0.81,0.39,0.96,0.7,0.95,0.82,0.72,0.6,0.88,0.65,0.56,0.83,0.51,0.66
echongl.csv,0.11,0.57,0.48,1.0,0.33,0.28,0.0,0.2,0.2,0.85,0.4,0.4,0.34,0.56,0.33,0.64,0.37,0.16
empserver.csv,0.47,0.78,0.61,0.92,0.62,0.64,0.18,0.4,0.9,0.96,0.6,0.54,1.0,0.77,0.19,0.92,0.51,0.29
gdis.csv,0.59,0.87,0.39,0.92,0.67,0.56,0.34,0.3,0.6,0.82,0.4,0.82,0.5,0.6,0.17,0.75,0.65,0.68
gmerlin.csv,0.82,0.0,0.0,0.0,0.65,0.44,0.22,1.0,0.95,0.03,0.81,0.6,0.53,0.19,0.69,0.98,0.06,1.0
growl-for-windows.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.0,0.17,0.0,0.0,0.0,0.67,0.55,0.0,0.45
mpgravity.csv,0.86,0.81,0.57,0.67,1.0,0.86,0.86,0.8,0.95,0.91,0.98,0.68,0.69,0.88,0.89,0.92,0.73,0.82
myfaces.csv,0.45,0.48,0.61,0.75,0.73,0.92,0.45,0.2,0.2,0.75,0.23,0.82,0.41,0.49,0.14,0.49,0.23,0.42
nativeclient.csv,0.51,0.83,0.78,0.75,0.75,0.64,0.51,0.1,0.9,0.72,0.81,0.56,0.53,0.77,0.31,0.72,0.69,0.58
passwordsafe.csv,0.3,0.86,0.48,0.42,0.96,0.39,0.46,0.2,0.95,0.82,0.51,0.51,0.47,0.7,0.5,0.77,0.37,0.32
phonon-vlc-mplayer.csv,0.54,0.81,0.61,0.33,0.85,0.53,0.65,0.1,0.7,0.64,0.55,0.61,0.31,0.6,0.58,0.62,0.52,0.58
ppcboot.csv,0.99,1.0,0.91,1.0,1.0,1.0,0.6,1.0,1.0,0.99,0.98,1.0,0.97,1.0,0.31,0.98,0.97,1.0
rtrt-on-gpu.csv,0.36,0.07,0.74,0.17,0.25,0.67,0.42,0.7,0.0,0.22,0.28,0.47,0.25,0.42,0.67,0.11,0.67,0.29
sandiaportals.csv,0.43,0.84,0.35,0.25,0.98,0.47,0.57,0.2,0.8,0.71,0.4,0.46,0.41,0.53,0.5,0.79,0.5,0.71
tktoolkit.csv,0.38,0.68,0.52,0.67,0.88,0.47,0.66,1.0,1.0,0.79,0.77,0.44,0.94,0.7,0.42,0.74,0.7,0.53
ultimairis.csv,0.89,0.72,0.91,0.17,0.92,0.92,0.77,0.1,0.45,0.71,0.66,0.91,0.19,0.63,0.47,0.6,0.62,0.92
wikipediardware.csv,0.72,0.83,0.87,0.92,0.96,0.92,0.59,0.7,0.8,0.91,0.85,0.86,0.94,0.91,0.44,0.66,0.95,0.76
