,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.82,0.59,1.0,1.0,0.75,0.73,0.76,0.46,0.56,0.77,1.0,0.71,0.94,0.88,0.58,0.97,0.88,0.8
bigdata.csv,0.75,0.28,0.5,0.5,0.0,0.36,0.52,0.74,0.6,0.17,0.35,0.43,0.46,0.88,0.77,0.32,0.68,0.4
chaperon.csv,0.32,0.67,0.2,0.0,1.0,0.39,0.55,0.59,0.01,0.27,0.0,0.14,0.26,0.75,0.43,0.27,0.5,0.33
e-bio-flow.csv,0.28,0.26,0.67,0.5,0.0,0.11,0.49,0.19,0.03,0.25,0.74,0.14,0.54,0.62,0.72,0.6,0.32,0.4
exist.csv,0.98,1.0,1.0,0.5,1.0,0.82,0.83,0.79,0.99,1.0,0.93,0.86,0.96,1.0,0.6,0.98,0.98,1.0
freedom-erp.csv,0.35,0.03,0.3,0.5,0.25,0.25,0.78,0.1,0.14,0.07,0.7,0.29,0.26,0.0,0.24,0.0,0.1,0.0
geotools.csv,0.88,0.87,0.73,0.5,0.5,0.89,0.28,0.96,0.9,0.85,0.56,0.43,0.59,0.88,0.6,0.25,0.72,0.8
jaxlib.csv,0.5,0.67,0.23,1.0,0.25,0.38,0.02,0.16,0.4,0.7,0.06,0.29,0.56,0.12,0.32,0.64,0.3,0.63
jppf-project.csv,0.78,0.92,0.77,0.5,0.5,0.88,0.75,0.51,0.93,0.87,0.92,0.71,0.62,0.38,0.52,0.98,0.25,0.47
matrex.csv,0.15,0.64,0.37,0.5,0.25,0.59,0.4,0.05,0.82,0.2,0.38,0.29,0.28,0.0,0.11,0.37,0.22,0.27
mediate.csv,0.12,0.74,0.5,1.0,0.0,0.64,0.3,0.39,0.56,0.52,0.25,0.43,0.34,0.5,0.71,0.38,0.75,0.6
nunit.csv,0.28,0.79,0.63,0.5,0.5,0.18,0.5,0.91,0.07,0.62,0.29,0.29,0.46,0.38,0.58,0.89,0.65,0.57
octet.csv,0.55,0.95,0.57,0.0,0.25,0.48,0.59,0.95,0.59,0.55,0.98,0.86,0.47,0.62,0.65,0.99,0.5,0.53
pokenetonline.csv,0.62,0.92,0.9,1.0,0.5,0.98,0.95,0.99,0.9,0.77,0.95,0.86,0.91,0.75,0.94,0.86,0.8,0.77
reaper3d.csv,0.15,0.05,0.67,0.0,0.5,0.39,0.21,0.43,0.51,0.35,0.71,0.57,0.24,0.62,0.31,0.38,0.45,0.37
simplewebservices.csv,0.75,0.92,0.63,1.0,0.75,0.89,0.95,0.9,0.66,1.0,1.0,0.57,0.81,0.88,0.97,0.67,0.68,0.8
stajistics.csv,0.62,0.56,0.8,1.0,0.75,0.71,0.9,1.0,0.4,0.88,1.0,0.71,0.92,1.0,0.81,0.73,0.8,0.7
swtfox.csv,0.65,0.54,0.43,0.0,0.5,0.39,0.38,0.64,0.67,0.77,0.03,0.57,0.36,0.38,0.32,0.52,0.28,0.7
