,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.01,0.0,0.05,0.09,0.07,0.86,0.0,0.05,0.0,0.02,0.06,0.02,0.02
badtrinity-zero.csv,0.26,0.33,1.0,0.55,0.65,0.5,0.39,0.41,0.64,0.52,0.73,0.16,0.57
bibletime.csv,0.63,0.57,0.67,0.65,0.53,0.66,0.58,0.67,0.43,1.0,0.26,0.6,0.56
critterding.csv,0.6,1.0,0.64,0.59,0.54,0.53,0.56,0.63,0.41,0.57,0.66,0.6,0.58
elateportal.csv,0.46,0.0,0.46,0.52,0.66,0.64,0.58,0.35,0.0,0.65,1.0,0.48,0.55
fmri-dmt.csv,0.01,0.0,0.05,0.09,0.07,0.1,0.11,0.04,0.86,0.1,0.0,0.1,0.1
ftm.csv,0.39,0.33,0.34,0.25,0.36,0.2,0.4,0.26,0.0,0.31,0.0,0.23,0.96
gusanos.csv,0.6,0.58,0.6,0.64,0.45,0.56,0.59,1.0,0.58,0.58,0.57,0.6,0.58
monetdb.csv,0.42,0.56,0.36,0.4,0.91,0.37,0.29,0.41,0.37,0.31,0.87,0.27,0.5
quarkplayer.csv,0.02,0.07,0.05,0.06,0.07,0.0,0.93,0.12,0.2,0.11,0.0,0.0,0.06
reactos-mirror.csv,0.96,0.52,0.59,0.53,0.4,0.29,0.73,0.75,0.59,0.61,0.0,0.63,0.52
sandiaportals.csv,0.58,0.59,0.64,0.73,0.54,0.5,0.56,0.77,0.47,0.74,0.22,0.99,0.55
xbplayer.csv,0.17,0.46,0.32,0.96,0.23,0.38,0.31,0.34,0.2,0.21,0.02,0.18,0.37
