,f1,g,recall,precision,pf,wins
cleartk.csv,0.45499999999999996,0.54,0.7,0.365,0.64,10
encog-cs.csv,0.425,0.415,0.73,0.29000000000000004,0.7949999999999999,3
extprosys.csv,0.46499999999999997,0.475,0.875,0.33999999999999997,0.79,8
ibatisdb.csv,0.305,0.29000000000000004,0.255,0.38,0.215,2
intact.csv,0.39,0.5,0.595,0.4,0.435,12
japano.csv,0.49,0.33999999999999997,0.825,0.33999999999999997,0.845,5
lockss.csv,0.45999999999999996,0.545,0.725,0.355,0.64,11
ofbiz.csv,0.445,0.51,0.63,0.365,0.555,9
officefloor.csv,0.32,0.355,0.315,0.39,0.26,4
opennms.csv,0.115,0.155,0.13,0.475,0.155,0
rohxel.csv,0.39,0.385,0.33999999999999997,0.43,0.185,7
roolo.csv,0.44,0.525,0.6699999999999999,0.31,0.69,6
sevenupdate.csv,0.48,0.025,1.0,0.31999999999999995,0.995,1
