,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.64,0.71,0.63,0.16,0.79,0.59,0.67,0.94,0.79,0.92,0.48,0.69,0.81,0.9
encog-cs.csv,0.67,0.88,0.79,0.98,0.89,0.86,0.91,1.02,0.45,0.76,0.93,0.95,0.77,0.71
extprosys.csv,0.68,1.01,0.54,0.79,0.99,0.79,0.77,0.94,0.94,1.0,0.51,0.84,0.89,0.79
ibatisdb.csv,1.0,0.79,0.81,0.86,0.73,0.75,0.82,0.85,0.67,0.63,0.54,0.97,0.88,0.26
intact.csv,1.11,0.9,0.71,0.52,0.67,0.47,0.84,0.72,0.52,0.94,0.57,0.78,0.72,0.66
japano.csv,1.26,1.0,0.73,0.94,0.76,0.78,1.0,0.42,0.93,0.82,0.96,0.89,0.93,0.8
lockss.csv,0.62,0.65,0.67,0.52,0.71,0.75,0.83,1.0,0.59,0.5,0.76,0.79,0.78,0.96
ofbiz.csv,1.17,0.84,0.96,0.77,0.79,0.8,0.65,0.69,0.59,0.88,0.78,0.61,0.44,0.68
officefloor.csv,0.57,0.78,0.79,0.68,0.78,0.67,0.97,0.88,0.64,0.81,0.47,0.96,0.75,0.56
opennms.csv,1.07,0.95,0.98,0.97,0.46,0.97,0.69,0.96,0.81,0.69,0.85,0.92,0.68,0.95
rohxel.csv,0.41,0.69,0.65,0.76,0.84,0.69,0.36,0.52,0.66,0.78,0.91,0.7,0.89,0.52
roolo.csv,1.19,0.76,0.78,0.77,0.75,0.81,0.78,0.81,0.77,0.9,0.91,0.35,0.76,0.71
sevenupdate.csv,0.99,0.27,1.0,1.0,0.93,1.0,1.0,1.0,0.92,0.83,0.99,1.0,0.9,1.0
