,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,87.5,97.5,161.0,0.0,0.0,898.0,88.5,727.5,234.5,95.5,26.5,1348.5,98.5,371.5,92.5
atlc.csv,558.0,97.5,655.0,571.0,97.5,1828.0,457.5,1966.0,285.5,95.5,296.0,491.5,97.5,4221.0,96.5
ipfilter.csv,748.0,790.5,845.0,567.0,96.5,2024.5,196.5,490.0,382.0,90.5,1415.0,590.0,99.0,5293.0,197.5
liferea.csv,377.0,97.5,564.5,188.0,94.5,1696.5,657.0,273.5,172.0,98.5,296.0,196.5,99.0,2521.0,96.5
miranda-icq.csv,467.5,97.5,470.0,663.5,97.5,1972.0,57.5,2502.0,286.5,98.5,197.5,478.0,98.5,3287.0,96.5
opensim4opencog.csv,181.0,97.5,187.0,283.5,97.5,1199.0,751.5,483.0,176.0,98.5,296.0,293.0,98.5,2401.0,96.5
pclasses.csv,186.0,97.5,170.0,99.0,0.0,205.5,77.5,1394.0,65.0,98.5,98.5,0.0,98.5,2127.5,89.5
pfaedit.csv,148.0,97.5,355.0,182.0,0.0,668.5,276.5,342.5,138.0,98.5,475.0,0.0,98.5,1333.5,96.5
psrchive.csv,87.5,97.5,89.5,571.0,97.5,1187.5,562.5,2442.5,138.0,95.5,197.0,492.5,98.5,1972.5,98.5
theresa.csv,587.5,97.5,364.0,160.0,97.5,474.0,558.0,84.5,28.5,95.5,1122.0,1667.0,99.0,1414.5,96.5
thrust.csv,72.0,210.0,182.5,348.5,72.5,156.0,478.0,2985.0,348.0,164.0,349.5,791.0,83.5,2652.5,197.5
tktoolkit.csv,922.5,97.5,467.5,730.5,90.5,1011.5,196.5,640.0,545.0,97.5,365.0,590.0,99.0,4132.0,197.5
tzod.csv,589.5,97.5,364.0,181.0,97.5,476.0,369.0,330.0,365.0,95.5,197.0,394.0,99.0,2021.0,96.5
yaprm.csv,466.5,436.5,459.5,42.5,0.0,1240.0,271.5,84.5,751.5,98.5,559.0,112.0,99.0,2491.0,96.5
