,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.42,0.7,0.71,0.62,0.7,0.67,0.67,0.95,0.72,0.73,0.12,0.62,0.69,0.56,0.61,1.0,0.16
apertium.csv,0.48,0.18,0.25,0.1,0.42,0.25,0.24,0.05,0.36,0.71,0.8,0.06,0.03,0.39,0.1,0.0,0.53
beast-mcmc.csv,0.74,0.67,0.67,0.74,0.66,0.64,0.66,0.64,0.72,0.62,0.76,0.62,0.72,0.72,0.68,0.64,0.95
cuberok.csv,0.55,0.76,0.35,0.56,0.42,0.67,0.48,0.77,0.72,0.33,0.6,0.69,0.31,0.44,0.46,1.0,0.68
icescrum.csv,0.73,0.48,0.31,0.36,0.47,0.33,0.54,0.5,0.6,0.67,0.72,0.19,0.72,0.44,0.41,0.23,0.84
ingex.csv,0.68,0.45,0.39,0.41,0.58,0.39,0.59,0.36,0.84,0.76,0.36,0.44,0.59,0.39,0.39,0.23,0.74
jbasic.csv,0.83,0.67,0.55,0.59,0.92,0.67,0.83,0.64,0.84,0.79,0.92,0.62,0.79,0.89,0.66,0.91,0.84
jgnash.csv,0.58,0.61,0.47,0.82,0.72,0.39,0.54,0.59,0.72,0.22,0.36,0.56,0.69,0.39,0.49,0.18,0.79
jrefactory.csv,0.67,0.61,0.71,0.69,0.36,0.14,0.29,0.59,0.4,0.52,0.68,0.69,0.62,0.17,0.49,0.5,0.47
jsecurity.csv,0.26,0.48,0.25,0.62,0.14,0.75,0.26,0.23,0.36,0.1,0.16,0.25,0.1,0.09,0.05,0.18,0.21
libopenmetaverse.csv,0.97,1.0,1.0,1.0,1.0,0.61,0.99,0.82,1.0,1.0,0.92,0.94,0.93,0.7,0.78,0.32,1.0
mobicents.csv,0.86,0.82,0.45,0.51,0.56,0.56,0.67,0.91,0.64,0.98,0.72,0.69,0.93,0.76,0.66,0.95,0.79
opendvr.csv,0.59,0.64,0.29,0.38,0.41,0.92,0.53,0.36,0.68,0.49,0.36,0.31,0.66,0.8,0.39,0.73,0.42
openefm.csv,0.76,0.67,0.45,0.59,0.2,0.25,0.79,0.5,0.72,0.19,0.56,0.31,0.45,0.28,0.39,0.36,0.95
power-architect.csv,0.7,0.91,0.92,0.9,0.67,0.97,0.88,1.0,0.76,0.32,0.96,1.0,0.9,0.78,1.0,1.0,1.0
sidekar.csv,0.0,0.52,0.0,0.0,0.83,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
yarp0.csv,0.59,0.67,0.2,0.67,0.56,0.61,0.46,0.59,0.08,0.78,0.56,0.75,0.69,0.52,0.46,0.27,0.26
