,f1,g,recall,precision,pf,wins
ambulant.csv,0.48,0.5,0.67,0.43,0.7,6
apertium.csv,0.33,0.29,0.25,0.5,0.2,3
beast-mcmc.csv,0.56,0.61,0.67,0.45,0.53,16
cuberok.csv,0.46,0.5,0.56,0.43,0.5,8
icescrum.csv,0.5,0.51,0.48,0.48,0.29,15
ingex.csv,0.45,0.47,0.44,0.53,0.29,13
jbasic.csv,0.51,0.57,0.79,0.39,0.69,12
jgnash.csv,0.47,0.54,0.56,0.43,0.39,14
jrefactory.csv,0.4,0.48,0.52,0.35,0.59,2
jsecurity.csv,0.24,0.26,0.23,0.44,0.13,1
libopenmetaverse.csv,0.52,0.3,0.97,0.38,0.92,4
mobicents.csv,0.53,0.57,0.72,0.4,0.71,9
opendvr.csv,0.49,0.46,0.49,0.43,0.31,11
openefm.csv,0.43,0.48,0.45,0.5,0.34,10
power-architect.csv,0.54,0.4,0.91,0.38,0.86,5
sidekar.csv,0.0,0.0,0.0,0.0,0.0,0
yarp0.csv,0.46,0.49,0.56,0.4,0.5,7
