,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.44,0.45,0.4,0.43,0.42,0.45,0.5,0.43,0.37
massiv.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.64,0.91,0.78,0.71,0.71,0.78,0.86,0.88,0.57
ngl.csv,0.51,0.67,0.78,0.62,0.54,0.57,0.56,0.48,0.56
nutz.csv,0.68,0.45,0.39,0.43,0.52,0.53,0.63,0.51,0.46
ossim.csv,0.0,0.0,0.94,0.9,0.0,0.5,0.67,0.5,0.0
qmmp.csv,0.51,0.48,0.52,0.5,0.5,0.49,0.52,0.55,0.48
rcp-company-uibindings.csv,0.4,0.39,0.38,0.39,0.41,0.43,0.42,0.45,0.4
v8.csv,0.43,0.38,0.41,0.42,0.44,0.49,0.43,0.46,0.46
