,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.76,0.98,0.81,0.75,0.52,0.63,0.62,0.55,0.5
massiv.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.32,0.19,0.31,0.25,0.48,0.43,0.19,0.84,0.65
ngl.csv,0.7,0.37,0.5,0.75,0.56,0.98,0.43,0.68,0.48
nutz.csv,0.93,0.68,1.0,1.0,0.68,0.71,0.65,0.78,0.55
ossim.csv,0.0,0.0,1.0,0.0,0.0,0.01,0.05,0.03,0.0
qmmp.csv,0.76,0.66,0.81,0.75,0.65,0.7,0.97,0.75,0.63
rcp-company-uibindings.csv,0.73,0.97,1.0,1.0,0.86,0.91,0.84,0.88,1.0
v8.csv,0.86,0.98,0.88,1.0,1.0,0.89,0.92,1.0,0.64
