,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.85,1.0,1.0,0.62,0.22,1.0,1.0,0.8
cities3d.csv,0.17,0.32,0.0,0.03,0.0,0.24,0.67,0.1
img-browse-sort.csv,0.26,0.49,0.43,0.33,0.36,0.18,0.83,0.3
levent.csv,0.52,0.64,0.39,0.78,0.72,0.24,1.0,0.4
pnotepad.csv,0.81,0.75,0.57,0.64,0.53,1.0,0.83,0.2
selenium.csv,0.37,0.4,0.17,0.22,0.5,0.24,0.67,0.2
somap.csv,0.59,0.99,1.0,0.83,0.81,0.76,0.0,0.7
xemeiah.csv,0.94,0.39,0.35,0.28,0.72,0.79,1.0,0.2
