,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.91,1.0,1.0,0.81,0.33,1.0,1.0,0.81
cities3d.csv,0.72,0.43,1.0,0.93,0.96,0.95,0.98,0.78
img-browse-sort.csv,0.58,0.59,0.5,0.51,0.88,0.36,0.86,0.58
levent.csv,0.58,0.65,0.46,0.8,0.78,0.33,1.0,0.66
pnotepad.csv,0.82,0.75,0.62,0.65,0.8,1.0,0.84,0.23
selenium.csv,0.47,0.46,0.58,0.51,0.9,0.59,0.69,0.62
somap.csv,0.71,0.99,1.0,0.87,0.81,0.77,0.17,0.72
xemeiah.csv,0.95,0.43,0.62,0.35,1.01,0.79,1.04,0.52
