,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,98.5,96.5,197.5,196.5,195.5,192.0,93.5,581.0,294.0,197.5,19693.5,99.0,2287.0,99.0,484.5,94.5,192.0
encog-cs.csv,98.5,99.0,99.0,197.5,295.0,290.5,96.5,582.5,391.0,1162.0,44836.0,99.0,1718.0,99.0,1019.0,195.0,94.5
extprosys.csv,98.5,96.5,198.0,197.5,294.0,95.5,190.0,385.0,831.5,296.5,21848.0,97.5,1459.0,99.0,584.0,193.0,192.0
ibatisdb.csv,402.5,99.0,91.5,94.5,97.5,192.0,96.5,290.5,391.0,872.0,13621.5,89.5,949.5,171.0,504.0,96.5,94.5
intact.csv,3188.0,96.5,91.5,197.5,195.5,286.5,96.5,192.0,391.0,296.5,29241.5,98.5,1250.0,99.0,484.5,94.5,192.0
japano.csv,4252.0,99.0,99.0,196.5,295.0,194.0,96.5,289.5,490.0,296.5,52836.5,99.0,2599.0,99.0,486.5,193.0,279.5
lockss.csv,98.5,93.5,99.0,76.5,92.5,378.0,96.5,386.0,293.5,264.5,23563.5,98.5,555.0,99.0,584.0,96.5,94.5
ofbiz.csv,3240.5,93.5,198.0,197.5,195.5,282.5,93.5,190.0,391.0,363.0,35059.0,98.5,308.5,99.0,290.5,96.5,89.5
officefloor.csv,98.5,59.5,81.5,197.5,96.5,521.5,0.0,289.5,292.5,844.0,15372.5,98.5,45.0,97.5,386.0,96.5,192.0
opennms.csv,2016.0,99.0,88.5,73.5,95.5,94.5,96.5,32.5,282.5,98.5,2756.5,99.0,1256.0,99.0,92.5,94.5,0.0
papertoolkit.csv,3117.0,123.0,89.5,97.5,173.0,272.5,179.0,185.0,343.0,94.5,41257.5,98.5,255.0,96.5,191.5,193.0,322.5
rohxel.csv,98.5,99.0,198.0,82.5,92.5,380.0,96.5,94.5,275.5,313.0,10613.5,98.5,397.0,96.5,539.0,96.5,141.0
sevenupdate.csv,98.5,99.0,198.0,197.5,196.0,290.5,96.5,680.0,391.5,197.5,53520.0,99.0,1953.5,99.0,584.0,195.0,192.0
web-cat.csv,98.5,99.0,198.0,197.5,294.0,290.5,96.5,680.0,490.0,296.5,49113.0,99.0,1837.5,99.0,582.0,195.0,94.5
xcf.csv,3668.5,99.0,194.0,98.5,195.5,290.5,93.5,387.0,391.0,612.5,35357.0,99.0,460.5,99.0,484.5,96.5,94.5
