,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.62,0.51,0.91,0.89,0.96,0.67,0.68,0.93,0.74,1.07,0.6,0.46,0.83,0.79,0.01,0.83,0.92,0.84,0.92
co-ode-owl-plugins.csv,0.6,0.62,0.57,0.36,0.55,0.55,0.68,0.64,0.81,0.0,0.39,0.66,0.61,0.46,1.03,0.4,0.83,0.61,0.4
exl.csv,0.81,0.78,0.73,0.72,0.65,0.86,0.77,0.83,0.78,0.81,0.92,0.91,0.89,0.69,0.9,0.94,0.85,0.71,0.02
firebreath.csv,0.86,0.87,0.88,0.64,0.7,0.53,0.8,0.05,0.72,0.9,0.71,0.58,0.8,0.95,0.84,0.87,0.84,0.9,0.82
irplus.csv,0.98,0.65,0.45,0.73,0.68,0.56,0.68,0.77,0.62,0.81,0.51,0.61,0.89,0.6,0.68,0.0,0.65,0.82,0.49
jasperreports.csv,1.0,0.97,1.0,1.0,1.0,0.98,0.88,0.98,1.0,0.94,0.94,1.0,1.0,0.0,1.0,0.96,1.0,0.97,1.0
javaprofiler.csv,0.52,0.66,0.85,0.8,0.53,0.68,0.67,0.7,0.62,0.6,0.76,0.5,0.71,0.59,0.93,0.59,0.81,0.03,0.35
konversation.csv,0.96,0.94,0.85,0.08,0.89,0.71,0.83,0.9,1.0,0.94,0.91,0.94,1.0,0.69,0.96,0.84,0.73,0.96,0.59
lazarus-ccr.csv,0.04,0.56,0.87,0.98,0.97,0.95,0.66,0.94,0.66,0.65,0.83,0.74,0.83,1.05,0.57,0.69,0.94,0.83,0.92
linuxsh.csv,0.83,0.77,0.09,0.5,0.96,0.75,0.69,0.82,1.0,1.0,0.79,0.69,0.64,0.63,0.91,0.8,1.0,0.87,0.61
migen.csv,0.8,0.81,0.76,0.28,0.71,0.83,0.0,0.75,0.8,0.85,0.56,0.62,0.85,0.24,0.88,0.72,0.67,0.79,0.61
moviesandbox.csv,0.49,0.69,0.59,0.46,0.66,0.05,0.57,0.63,0.86,0.84,0.68,0.5,0.91,0.45,0.82,0.64,0.8,0.87,0.37
mvnforum.csv,0.86,0.76,0.65,0.82,0.86,0.65,0.65,0.82,0.98,0.9,0.88,0.69,0.06,0.83,0.62,0.81,1.02,0.8,0.89
nebuladevice.csv,0.73,1.0,0.92,0.51,0.96,0.93,0.81,0.88,0.87,0.8,0.92,0.94,1.0,0.81,0.84,0.93,0.0,0.95,1.03
ontomorphtab.csv,0.86,0.05,0.54,0.51,0.45,0.58,0.7,0.56,0.6,0.91,0.66,0.52,0.76,0.39,0.88,0.74,0.62,0.67,0.42
opengs.csv,0.85,0.69,0.76,0.35,0.54,0.52,0.62,0.77,0.95,0.92,0.0,0.62,0.8,0.43,0.91,0.63,0.96,0.51,0.35
scite-ru.csv,0.71,0.91,1.0,0.46,0.65,0.58,0.81,0.66,0.14,0.77,0.52,0.85,0.83,0.9,0.93,0.79,0.8,0.92,0.48
tokratan.csv,0.64,0.94,1.0,0.67,0.94,0.73,0.86,0.92,0.81,1.0,0.89,0.27,0.9,0.78,0.93,1.0,0.94,0.96,1.0
xuggle.csv,0.9,0.9,0.67,0.54,0.09,0.62,0.84,0.76,0.69,0.74,0.68,0.9,0.76,0.84,0.87,0.76,0.8,0.7,0.91
