,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.0,1.0,3.0,18.0,112.0,0.0,2.0,3.0,5.0,11.0,1.0,6.0,4.0,99.0,0.0,0.0,5.0,0.0,0.0
co-ode-owl-plugins.csv,0.0,2.0,3.0,0.0,9.0,1.0,1.0,3.0,2.0,0.0,0.0,36.0,1.0,96.0,0.0,0.0,17.0,1.0,0.0
exl.csv,5.0,1.0,7.0,2.0,34.0,0.0,1.0,2.0,3.0,3.0,1.0,17.0,2.0,57.0,2.0,0.0,0.0,0.0,0.0
firebreath.csv,5.0,1.0,2.0,12.0,50.0,0.0,2.0,0.0,3.0,9.0,2.0,14.0,1.0,386.0,1.0,0.0,4.0,0.0,0.0
irplus.csv,5.0,2.0,1.0,4.0,20.0,0.0,1.0,3.0,0.0,0.0,1.0,14.0,9.0,211.0,0.0,0.0,1.0,0.0,0.0
jasperreports.csv,51.0,0.0,65.0,101.0,415.0,0.0,1.0,0.0,72.0,0.0,0.0,138.0,61.0,0.0,159.0,1.0,85.0,1.0,53.0
javaprofiler.csv,3.0,4.0,14.0,15.0,12.0,0.0,2.0,6.0,6.0,5.0,0.0,9.0,2.0,152.0,4.0,5.0,3.0,0.0,0.0
konversation.csv,1.0,0.0,11.0,0.0,2.0,0.0,3.0,0.0,72.0,0.0,1.0,0.0,61.0,6.0,0.0,1.0,0.0,0.0,0.0
lazarus-ccr.csv,0.0,0.0,10.0,21.0,113.0,2.0,2.0,3.0,7.0,1.0,2.0,3.0,3.0,71.0,1.0,0.0,5.0,1.0,0.0
linuxsh.csv,0.0,0.0,0.0,2.0,19.0,0.0,3.0,0.0,72.0,109.0,0.0,7.0,0.0,28.0,0.0,2.0,85.0,1.0,0.0
migen.csv,3.0,5.0,4.0,1.0,23.0,0.0,0.0,4.0,2.0,2.0,1.0,15.0,2.0,54.0,0.0,0.0,6.0,0.0,0.0
moviesandbox.csv,0.0,0.0,2.0,13.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,33.0,0.0,2.0,2.0,0.0,1.0
mvnforum.csv,2.0,1.0,5.0,5.0,77.0,0.0,6.0,7.0,11.0,12.0,4.0,13.0,0.0,80.0,0.0,0.0,85.0,0.0,0.0
nebuladevice.csv,0.0,55.0,3.0,7.0,25.0,1.0,4.0,2.0,5.0,10.0,3.0,7.0,61.0,10.0,0.0,4.0,0.0,0.0,53.0
ontomorphtab.csv,3.0,0.0,4.0,18.0,28.0,0.0,4.0,2.0,4.0,3.0,1.0,28.0,3.0,130.0,0.0,2.0,0.0,0.0,1.0
opengs.csv,3.0,0.0,4.0,1.0,18.0,0.0,0.0,1.0,0.0,7.0,0.0,31.0,4.0,65.0,0.0,0.0,16.0,0.0,1.0
scite-ru.csv,5.0,1.0,65.0,18.0,58.0,0.0,2.0,0.0,0.0,14.0,1.0,22.0,1.0,179.0,1.0,0.0,4.0,0.0,0.0
tokratan.csv,2.0,0.0,65.0,1.0,12.0,0.0,0.0,2.0,0.0,109.0,0.0,0.0,2.0,41.0,0.0,68.0,5.0,0.0,53.0
xuggle.csv,5.0,1.0,3.0,16.0,0.0,1.0,2.0,8.0,8.0,9.0,2.0,22.0,1.0,160.0,1.0,0.0,1.0,0.0,0.0
