,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.35,0.42,0.45,0.43,0.5,0.41,0.35,0.46,0.36,0.36,0.51,0.53,0.33,0.43,0.55,0.36,0.34,0.4,0.46
co-ode-owl-plugins.csv,0.46,0.5,0.49,0.74,0.81,0.4,0.56,0.52,0.83,0.94,0.6,0.45,0.41,0.58,0.48,0.58,0.66,0.52,0.35
exl.csv,0.43,0.39,0.4,0.37,0.43,0.38,0.34,0.4,0.36,0.38,0.35,0.41,0.3,0.41,0.46,0.34,0.32,0.38,0.42
firebreath.csv,0.39,0.48,0.41,0.47,0.55,0.5,0.42,0.61,0.4,0.46,0.39,0.54,0.37,0.48,0.61,0.36,0.47,0.43,0.67
irplus.csv,0.53,0.63,0.53,0.6,0.75,0.37,0.47,0.57,0.62,0.79,0.46,0.59,0.5,0.59,0.5,0.6,0.52,0.94,0.42
jasperreports.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.67,0.5,0.0,0.96,0.5,0.5,0.0,0.67,0.0
javaprofiler.csv,0.52,0.55,0.56,0.46,0.45,0.5,0.54,0.57,0.52,0.64,0.79,0.59,0.41,0.48,0.94,0.48,0.32,0.47,0.36
konversation.csv,0.67,0.5,0.93,0.91,0.94,0.59,0.91,0.9,0.0,0.0,0.83,0.9,0.0,0.96,0.8,0.83,0.8,0.67,0.47
lazarus-ccr.csv,0.61,0.41,0.49,0.45,0.52,0.5,0.53,0.44,0.48,0.56,0.62,0.47,0.33,0.52,0.58,0.41,0.34,0.52,0.62
linuxsh.csv,0.75,0.78,0.9,0.89,0.95,0.72,0.69,0.93,0.0,0.5,0.96,0.8,0.53,0.85,0.8,0.88,0.8,0.92,0.41
migen.csv,0.39,0.67,0.55,0.7,0.89,0.92,0.53,0.93,0.76,0.64,0.5,0.61,0.91,0.62,0.94,0.5,0.63,0.75,0.44
moviesandbox.csv,0.56,0.58,0.76,0.67,0.77,0.5,0.41,0.74,0.88,0.93,0.66,0.53,0.9,0.7,0.6,0.55,0.8,0.92,0.41
mvnforum.csv,0.9,0.78,0.9,0.88,0.87,0.75,0.82,0.96,0.93,0.93,0.96,0.92,0.76,0.99,0.9,0.9,0.93,0.82,0.78
nebuladevice.csv,0.58,0.5,0.88,0.81,0.96,0.9,0.79,0.91,0.45,0.95,0.83,0.93,0.0,0.96,0.92,0.86,0.93,0.83,0.67
ontomorphtab.csv,0.43,0.44,0.5,0.43,0.45,0.39,0.34,0.37,0.53,0.4,0.41,0.53,0.33,0.44,0.58,0.38,0.35,0.49,0.37
opengs.csv,0.89,0.65,0.67,0.67,0.72,0.39,0.65,0.73,0.0,0.96,0.63,0.49,0.92,0.74,0.92,0.83,0.88,0.67,0.37
scite-ru.csv,0.51,0.47,0.8,0.52,0.72,0.43,0.52,0.49,0.74,0.62,0.52,0.47,0.37,0.51,0.94,0.42,0.39,0.43,0.4
tokratan.csv,0.42,0.5,0.0,0.8,0.96,0.55,0.88,0.91,0.86,0.88,0.9,0.91,0.89,0.87,0.94,0.75,0.83,0.75,0.0
xuggle.csv,0.59,0.63,0.76,0.79,0.98,0.38,0.68,0.75,0.75,0.62,0.51,0.55,0.51,0.64,0.9,0.56,0.88,0.5,0.9
