,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.75,0.66,0.82,1.0,0.96,0.77,0.91,0.85,0.86,0.33,0.63,0.87,0.89,0.96,0.99,0.88,1.0,0.75,0.98
co-ode-owl-plugins.csv,0.58,0.43,0.82,0.67,0.48,0.8,0.38,0.4,0.19,1.0,0.72,0.73,0.72,0.65,0.65,0.64,0.27,0.53,0.61
exl.csv,0.62,0.86,0.73,0.92,0.93,0.93,0.91,0.93,0.9,0.94,0.96,0.93,0.94,1.0,0.59,0.92,1.0,0.85,0.98
firebreath.csv,0.75,0.86,0.91,1.0,0.72,0.57,0.76,0.95,0.67,0.56,0.8,0.8,0.94,0.96,0.58,0.92,0.47,0.84,0.46
irplus.csv,0.42,0.4,0.91,0.33,0.35,0.68,0.62,0.47,0.43,0.22,0.72,0.47,0.28,0.73,0.76,1.0,0.47,0.19,0.54
jasperreports.csv,0.0,0.03,0.0,0.0,0.0,0.02,0.12,0.02,0.0,0.06,0.06,0.0,0.0,1.0,0.0,0.04,0.0,0.03,0.0
javaprofiler.csv,0.71,0.43,0.27,0.42,0.78,0.43,0.41,0.45,0.48,0.56,0.28,0.6,0.61,0.58,0.08,0.56,0.8,1.0,0.66
konversation.csv,0.04,0.06,0.18,0.92,0.11,0.3,0.18,0.1,0.0,0.06,0.09,0.07,0.0,0.31,0.04,0.16,0.27,0.04,0.41
lazarus-ccr.csv,0.96,0.8,0.55,0.75,0.72,0.66,0.53,0.9,0.76,0.56,0.31,0.6,0.89,0.15,0.77,0.8,0.87,0.47,0.63
linuxsh.csv,0.21,0.23,0.91,0.5,0.04,0.27,0.32,0.18,0.0,0.0,0.22,0.33,0.56,0.38,0.13,0.2,0.0,0.13,0.39
migen.csv,0.71,0.29,0.73,0.75,0.3,0.18,1.0,0.27,0.24,0.22,0.61,0.47,0.17,0.88,0.12,0.48,0.4,0.25,0.39
moviesandbox.csv,0.54,0.31,0.45,0.58,0.37,0.95,0.53,0.38,0.14,0.17,0.35,0.67,0.11,0.58,0.19,0.4,0.2,0.13,0.66
mvnforum.csv,0.17,0.31,0.36,0.25,0.26,0.39,0.38,0.2,0.05,0.11,0.15,0.33,0.94,0.19,0.42,0.2,0.0,0.32,0.44
nebuladevice.csv,0.29,0.0,0.09,0.5,0.04,0.09,0.24,0.12,0.52,0.22,0.13,0.07,0.0,0.19,0.17,0.08,1.0,0.05,0.0
ontomorphtab.csv,0.58,1.0,0.55,0.75,0.65,0.64,0.74,0.63,0.52,0.33,0.57,0.67,0.78,0.85,0.18,0.76,0.8,0.48,0.61
opengs.csv,0.17,0.43,0.27,0.67,0.48,0.55,0.38,0.25,0.05,0.11,1.0,0.73,0.22,0.62,0.09,0.4,0.07,0.51,0.68
scite-ru.csv,0.71,0.91,0.0,0.75,0.5,0.61,0.59,0.65,0.86,0.5,0.74,1.0,0.83,0.81,0.09,0.84,0.67,0.91,0.88
tokratan.csv,0.71,0.06,0.0,0.33,0.07,0.3,0.15,0.08,0.19,0.0,0.11,0.73,0.11,0.23,0.08,0.0,0.07,0.04,0.0
xuggle.csv,0.38,0.6,0.55,0.5,0.91,0.66,0.41,0.32,0.38,0.56,0.76,0.53,0.56,0.5,0.14,0.52,0.2,0.71,0.15
