,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.68,0.08,0.83,0.45,0.48
open-data-kit.csv,0.58,0.07,0.88,0.36,0.32
qtractor.csv,0.79,0.07,0.84,0.5,0.52
quarkplayer.csv,0.18,0.13,0.41,0.31,0.0
turbotrader-bos.csv,0.75,0.08,0.81,0.58,0.44
