,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.71,0.65,0.54,0.68,0.75
open-data-kit.csv,0.62,0.41,0.77,0.48,0.67
qtractor.csv,0.78,0.55,0.53,0.72,0.63
quarkplayer.csv,0.09,0.65,0.25,0.42,0.0
turbotrader-bos.csv,0.37,0.31,0.2,0.72,0.4
