,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.49,0.7,0.53,0.52,0.37
open-data-kit.csv,0.7,0.87,0.3,0.84,0.7
qtractor.csv,0.33,0.78,0.54,0.46,0.44
quarkplayer.csv,1.0,0.47,0.95,0.74,1.01
turbotrader-bos.csv,0.69,0.76,0.83,0.38,0.67
