,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.71,0.15,0.62,0.55,0.59
open-data-kit.csv,0.67,0.13,0.82,0.53,0.47
qtractor.csv,0.79,0.13,0.62,0.6,0.56
quarkplayer.csv,0.1,0.22,0.29,0.35,0.0
turbotrader-bos.csv,0.45,0.12,0.28,0.64,0.39
