,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.69,0.4,0.0,0.11,0.11,0.55,0.58,0.8
jicarilla.csv,0.06,0.0,0.83,0.0,0.0,0.0,0.05,0.58
optalgtoolkit.csv,0.5,0.28,0.62,0.09,0.0,0.7,0.57,0.82
ossim.csv,0.26,0.24,0.37,0.25,0.0,0.43,0.48,0.72
projectts.csv,0.69,0.37,0.09,0.11,0.11,0.41,0.64,0.09
sabbu.csv,0.77,0.4,0.1,0.16,0.14,0.08,0.36,0.2
vxl.csv,0.54,0.37,0.13,0.18,0.09,0.44,0.46,0.23
zact.csv,0.52,0.07,0.61,0.13,0.28,0.0,0.64,0.49
