,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.18,0.81,0.11,0.0,0.15,0.39,0.09,0.45,0.46,0.54,0.2,0.09,0.42,0.15,0.0,0.09,0.3
baadengine.csv,0.76,0.29,0.26,0.64,0.52,0.42,0.0,0.44,0.2,0.73,0.57,0.17,0.21,0.54,0.0,0.0,0.58
bibedt.csv,0.16,0.23,0.0,0.86,0.48,0.62,0.68,0.31,0.6,0.27,0.69,0.89,0.64,0.43,0.65,0.49,0.68
exl.csv,0.28,0.52,0.0,0.73,0.41,0.57,0.31,0.54,0.56,0.42,0.53,0.0,0.63,0.28,0.17,0.17,0.79
gdis.csv,0.55,0.23,0.47,0.0,0.59,0.45,0.61,0.51,0.54,0.0,0.55,0.84,0.53,0.55,0.87,0.63,0.76
gogoego.csv,0.28,0.0,0.25,0.84,0.54,0.44,0.84,0.55,0.45,0.59,0.53,0.0,0.61,0.75,0.67,0.25,0.64
httpcontentparser.csv,0.36,0.22,0.36,0.89,0.61,0.05,0.09,0.56,0.46,0.24,0.79,0.43,0.6,0.29,0.0,0.38,0.55
jaxlib.csv,0.33,0.23,0.2,0.0,0.57,0.58,0.48,0.61,0.21,0.55,0.64,0.99,0.54,0.53,0.27,0.38,0.79
jgameai.csv,0.11,0.76,0.01,0.0,0.15,0.57,0.28,0.12,0.1,0.09,0.12,0.53,0.42,0.0,0.27,0.04,0.3
jhotdraw.csv,0.45,0.54,0.56,0.59,0.0,0.47,0.04,0.09,0.62,0.36,0.41,0.49,0.43,0.37,0.38,0.42,0.53
loki-lib.csv,0.52,0.42,0.0,0.57,0.66,0.42,0.8,0.63,0.56,0.68,0.68,0.49,0.52,0.41,0.8,0.7,0.56
patterntesting.csv,0.0,0.13,0.0,0.09,0.57,0.09,0.4,0.13,0.3,0.69,0.09,0.17,0.56,0.0,0.51,0.48,0.0
pokeglobal.csv,0.7,0.56,0.0,0.95,0.73,0.34,0.0,0.47,0.17,0.74,0.71,0.0,0.0,0.54,0.28,0.35,0.55
werx.csv,0.05,0.47,0.98,0.0,0.13,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.09,0.0,0.0,0.43
xbg.csv,0.5,0.24,0.0,0.0,0.0,0.0,0.12,0.1,0.04,0.37,0.18,0.0,0.0,0.85,0.05,0.09,0.06
zealos.csv,0.5,0.56,0.55,0.74,0.51,0.55,0.7,0.54,0.61,0.69,0.53,0.75,0.51,0.15,0.7,0.57,0.49
