,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.86,0.26,0.91,1.09,0.88,0.72,0.94,0.66,0.7,0.53,0.95,0.98,0.77,0.88,1.0,0.98,1.04
baadengine.csv,0.31,0.94,0.92,0.74,0.6,0.7,1.0,0.86,0.96,0.54,0.77,0.96,0.95,0.55,1.0,1.0,0.77
bibedt.csv,0.87,0.84,1.22,0.45,0.61,0.64,0.5,0.77,0.69,0.77,0.44,0.38,0.43,0.65,0.56,0.61,0.53
exl.csv,0.78,0.77,1.02,0.65,0.68,0.76,0.74,0.75,0.7,0.76,0.58,1.0,0.46,0.87,0.89,0.87,0.26
gdis.csv,0.53,0.87,0.85,1.16,0.7,0.68,0.76,0.82,0.76,1.0,0.78,0.48,0.59,0.72,0.16,0.63,0.55
gogoego.csv,0.77,1.11,1.06,0.48,0.58,0.87,0.37,0.56,0.76,0.76,0.57,1.01,0.54,0.62,0.45,0.8,0.42
httpcontentparser.csv,0.79,1.0,0.83,0.37,0.62,0.97,0.93,0.64,0.85,0.8,0.32,0.88,0.58,0.75,1.0,0.7,0.51
jaxlib.csv,0.73,0.87,0.97,1.16,0.73,0.61,0.58,0.61,0.83,0.77,0.53,0.04,0.55,0.58,0.77,0.7,0.47
jgameai.csv,1.02,0.43,0.99,1.0,0.88,0.53,0.99,0.91,0.94,0.93,0.94,0.59,0.76,1.01,0.97,0.97,0.83
jhotdraw.csv,0.88,0.73,0.78,0.78,1.01,0.84,0.97,0.98,0.44,0.8,0.82,0.75,0.73,0.96,0.94,0.7,0.8
loki-lib.csv,0.54,0.79,1.04,0.79,0.56,0.65,0.49,0.66,0.77,0.5,0.48,0.75,0.65,0.72,0.47,0.39,0.49
patterntesting.csv,1.0,0.99,1.0,0.98,0.79,0.98,0.88,0.97,0.92,0.38,0.98,0.96,0.79,1.0,0.81,0.83,1.0
pokeglobal.csv,0.64,0.78,1.0,0.2,0.38,0.83,1.0,0.65,0.96,0.52,0.54,1.19,1.0,0.53,0.88,0.78,0.78
werx.csv,0.99,0.85,0.03,1.0,0.97,1.0,1.0,0.96,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,0.9
xbg.csv,0.64,0.81,1.0,1.01,1.02,1.0,0.92,0.92,0.97,0.88,0.92,1.01,1.02,0.3,0.96,0.93,0.96
zealos.csv,0.61,0.7,0.66,0.64,0.54,0.62,0.44,0.79,0.7,0.63,0.71,0.62,0.68,0.88,0.52,0.65,0.66
