,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.33,0.75,0.83,0.63,0.9,0.68,0.87,0.91,0.79,0.81,0.58,0.61,0.05,0.87,0.88,0.53,0.46
blogentis.csv,1.0,0.82,0.87,0.93,1.05,0.76,0.04,0.78,0.87,0.86,0.8,0.94,0.74,0.84,0.36,0.75,0.55
bochs.csv,0.81,0.81,0.79,0.72,0.63,0.87,0.7,0.81,0.08,0.65,0.84,0.65,0.68,0.48,0.9,0.64,0.47
galaxium.csv,0.76,0.87,0.91,0.66,0.92,0.69,0.85,0.74,0.85,0.89,1.0,0.76,0.36,0.06,0.56,0.91,0.66
gisgraphy.csv,0.78,0.64,0.54,0.7,0.58,0.81,0.8,0.99,0.61,0.87,0.95,0.68,0.81,0.7,0.86,0.71,0.0
haphazard.csv,1.0,0.56,0.84,0.89,0.88,1.01,0.97,0.91,0.71,0.08,0.73,0.84,0.93,0.94,0.74,0.7,0.68
ipfire-wall.csv,0.52,0.85,0.81,0.86,0.86,0.91,0.68,0.85,0.59,0.72,0.11,0.59,0.65,0.75,0.49,0.88,0.82
jmri.csv,0.77,0.86,0.73,0.04,0.71,0.66,0.85,0.99,0.83,0.6,0.69,0.75,0.8,0.77,0.54,0.7,0.79
jvcl.csv,1.0,0.06,1.0,0.93,0.98,1.0,0.92,0.96,0.99,0.92,1.0,1.0,0.95,0.97,0.99,0.98,1.0
kaffeine.csv,1.0,0.95,0.92,0.86,0.09,0.59,0.63,0.64,0.87,0.82,0.81,0.9,0.68,0.58,0.77,0.88,0.88
m-a-d-n-e-s-s.csv,1.01,0.55,0.86,0.86,0.82,0.82,0.71,0.79,0.68,0.88,0.68,0.08,0.73,0.9,0.65,0.79,0.84
magicwars.csv,1.0,0.92,1.0,0.89,1.0,0.85,0.89,0.15,1.0,0.91,1.0,0.97,0.9,0.97,0.3,1.0,0.86
nh3d.csv,0.0,0.77,0.79,0.79,0.86,0.65,0.66,0.75,0.76,0.92,0.58,0.72,0.6,0.92,0.78,0.67,0.96
opentibia.csv,0.97,0.93,0.02,0.79,0.92,0.52,0.56,0.58,0.94,0.66,0.79,0.93,0.79,0.79,0.33,0.93,0.8
sarasvati.csv,1.0,0.87,0.96,0.94,0.92,0.0,1.0,0.85,0.91,0.85,0.89,0.96,0.9,0.94,0.81,0.9,0.96
smartgwt.csv,0.62,0.82,0.91,0.69,0.94,0.74,0.72,0.79,0.79,0.6,0.73,0.75,0.82,0.66,0.07,0.93,0.75
tweetsharp.csv,0.36,0.73,0.49,0.79,0.66,0.66,0.75,0.95,0.57,0.73,0.84,0.54,0.58,0.44,0.75,0.08,0.74
