,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.0,35.0,0.0,18.0,0.0,21.0,15.0,3.0,0.0,3.0,2.0,2.0,0.0,5.0,2.0,0.0,1.0
blogentis.csv,355.0,30.0,0.0,18.0,0.0,21.0,0.0,2.0,0.0,0.0,8.0,4.0,1.0,7.0,0.0,0.0,0.0
bochs.csv,94.0,30.0,0.0,18.0,0.0,32.0,7.0,2.0,0.0,0.0,6.0,3.0,1.0,3.0,2.0,0.0,0.0
galaxium.csv,20.0,1.0,0.0,18.0,0.0,23.0,15.0,15.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0
gisgraphy.csv,31.0,34.0,0.0,18.0,0.0,18.0,12.0,2.0,0.0,1.0,5.0,9.0,1.0,9.0,8.0,0.0,0.0
haphazard.csv,355.0,5.0,0.0,14.0,0.0,169.0,10.0,0.0,0.0,0.0,9.0,3.0,1.0,3.0,12.0,0.0,0.0
ipfire-wall.csv,0.0,2.0,0.0,19.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,20.0,0.0,7.0
jmri.csv,37.0,4.0,0.0,0.0,0.0,17.0,7.0,3.0,0.0,2.0,8.0,8.0,0.0,5.0,0.0,0.0,0.0
jvcl.csv,355.0,0.0,94.0,16.0,0.0,169.0,8.0,3.0,2.0,1.0,54.0,84.0,1.0,0.0,0.0,0.0,69.0
kaffeine.csv,0.0,9.0,0.0,18.0,0.0,11.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,1.0,103.0,0.0,2.0
m-a-d-n-e-s-s.csv,355.0,11.0,0.0,4.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
magicwars.csv,0.0,7.0,0.0,9.0,0.0,20.0,12.0,0.0,0.0,3.0,8.0,4.0,0.0,7.0,6.0,0.0,0.0
nh3d.csv,0.0,2.0,0.0,2.0,0.0,19.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,17.0,1.0,0.0
opentibia.csv,0.0,30.0,0.0,11.0,1.0,13.0,0.0,0.0,1.0,0.0,11.0,2.0,1.0,4.0,1.0,0.0,3.0
sarasvati.csv,355.0,8.0,0.0,2.0,0.0,0.0,92.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,2.0
smartgwt.csv,49.0,8.0,2.0,18.0,2.0,17.0,5.0,1.0,0.0,0.0,2.0,5.0,1.0,8.0,0.0,0.0,1.0
tweetsharp.csv,0.0,5.0,0.0,17.0,0.0,16.0,10.0,2.0,0.0,0.0,5.0,2.0,0.0,2.0,24.0,0.0,1.0
