,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.46,0.3,0.36,0.35,0.43,0.4,0.38,0.33,0.37,0.39,0.32,0.42,0.39,0.35,0.48,0.31,0.44,0.89
fbmanager.csv,0.0,0.0,0.43,0.0,0.0,0.62,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.42,0.83,0.0,0.38
fido.csv,0.5,0.67,0.0,0.74,0.0,0.5,0.0,0.0,0.79,0.0,0.94,0.0,0.0,0.91,0.0,0.82,0.92,0.0
fityk.csv,0.51,0.36,0.39,0.43,0.5,0.68,0.41,0.48,0.69,0.77,0.93,0.55,0.41,0.46,0.48,0.92,0.62,0.51
fleet-simulator.csv,0.43,0.3,0.42,0.33,0.43,0.4,0.3,0.43,0.33,0.7,0.33,0.5,0.35,0.31,0.38,0.29,0.4,0.42
google-caja.csv,0.4,0.3,0.33,0.35,0.42,0.38,0.29,0.33,0.33,0.46,0.3,0.44,0.33,0.3,0.38,0.31,0.42,0.41
hibernate.csv,0.54,0.43,0.48,0.44,0.5,0.49,0.39,0.82,0.37,0.56,0.59,0.57,0.42,0.39,0.52,0.55,0.59,0.48
itext.csv,0.43,0.29,0.35,0.33,0.44,0.43,0.32,0.39,0.33,0.44,0.36,0.46,0.35,0.31,0.42,0.4,0.45,0.4
k3b.csv,0.52,0.42,0.44,0.42,0.54,0.46,0.31,0.44,0.52,0.55,0.4,0.53,0.35,0.37,0.48,0.54,0.54,0.44
megameknet.csv,0.46,0.34,0.48,0.36,0.48,0.49,0.33,0.43,0.46,0.55,0.47,0.5,0.42,0.36,0.49,0.43,0.51,0.48
myfaces.csv,0.51,0.5,0.53,0.59,0.57,0.48,0.56,0.82,0.34,0.33,0.59,0.63,0.46,0.44,0.73,0.32,0.55,0.56
ninject.csv,0.6,0.5,0.92,0.53,0.67,0.8,0.48,0.45,0.38,0.35,0.62,0.91,0.61,0.96,0.95,0.84,0.84,0.67
ondex.csv,0.64,0.8,0.89,0.91,0.53,0.58,0.6,0.86,0.39,0.95,0.65,0.88,0.59,0.68,0.54,0.71,0.74,0.86
paintown.csv,0.42,0.44,0.41,0.35,0.45,0.47,0.31,0.56,0.37,0.58,0.35,0.46,0.33,0.33,0.54,0.4,0.48,0.38
poormans.csv,0.92,0.45,0.67,0.65,0.54,0.94,0.86,0.5,0.93,0.96,0.75,0.88,0.9,0.57,0.48,0.5,0.93,0.5
powerfolder.csv,0.53,0.88,0.41,0.92,0.65,0.42,0.71,0.86,0.94,0.73,0.59,0.57,0.48,0.96,0.7,0.52,0.6,0.57
smartgwt.csv,0.44,0.56,0.37,0.34,0.63,0.42,0.36,0.88,0.74,0.36,0.32,0.63,0.36,0.39,0.48,0.9,0.61,0.39
triplea.csv,0.47,0.39,0.38,0.34,0.43,0.43,0.35,0.38,0.35,0.38,0.32,0.5,0.36,0.34,0.42,0.29,0.46,0.53
