,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.77,0.64,0.45,0.61,0.71,0.68,0.81,0.77
etics.csv,0.69,0.5,0.15,0.43,0.56,0.38,0.61,0.83
genecys.csv,0.69,0.89,0.65,0.74,0.71,0.85,0.56,0.73
kftpgrabber.csv,0.15,0.26,0.1,0.23,0.0,0.26,0.47,0.87
kvs.csv,0.54,0.15,0.65,0.29,0.03,0.42,0.44,0.17
mcore3d.csv,0.15,0.72,0.75,0.38,0.89,0.14,0.47,0.53
ogrehg.csv,0.62,0.7,0.2,0.65,0.84,0.52,0.81,0.7
projecteqemu.csv,0.77,0.43,0.1,0.57,0.53,0.28,0.83,0.67
