,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.56,0.09,0.19,0.55,0.2,0.1,0.33,0.06,0.48,0.19,0.0,0.06,0.56,0.54,0.51,0.0,0.36
bionote.csv,0.0,0.0,0.05,0.12,0.0,0.1,0.0,0.02,0.04,0.06,0.0,0.0,0.0,0.1,0.04,0.0,0.0
bullet.csv,0.56,0.86,0.71,0.61,0.8,0.7,0.0,0.64,0.62,0.69,0.53,0.23,0.69,0.77,0.82,0.0,0.79
dxengine.csv,0.13,0.16,0.19,0.3,0.0,0.0,0.05,0.1,0.18,0.19,0.14,0.06,0.33,0.18,0.2,0.0,0.19
emono.csv,0.16,0.13,0.24,0.61,0.37,0.2,0.24,0.43,0.42,0.38,0.29,0.12,0.46,0.21,0.44,0.0,0.0
findbugs.csv,0.25,0.34,0.29,0.18,0.39,0.8,0.19,0.51,0.18,0.25,0.6,0.38,0.02,0.31,0.0,1.0,0.24
hazelcast.csv,0.79,0.85,0.76,0.97,0.96,0.0,0.9,0.93,0.82,1.0,0.72,1.0,0.9,0.87,0.96,0.0,1.0
jedit.csv,0.0,0.1,0.38,0.42,0.24,0.2,0.19,0.42,0.3,0.19,0.03,0.06,0.46,0.31,0.44,0.0,0.36
jmonkeyengine.csv,0.21,0.04,0.1,0.06,0.06,0.0,0.1,0.03,0.0,0.06,0.28,0.02,0.02,0.18,0.11,0.0,0.05
kolmafia.csv,0.13,0.2,0.48,0.33,0.35,0.0,0.24,0.09,0.58,0.19,0.14,0.02,0.42,0.0,0.44,0.0,0.4
lamp.csv,0.04,0.0,0.1,0.06,0.14,0.0,0.0,0.17,0.02,0.12,0.05,0.04,0.21,0.05,0.04,0.0,0.05
lcfizvtop.csv,0.04,0.19,0.24,0.24,0.24,0.0,0.05,0.14,0.08,0.25,0.41,0.0,0.19,0.18,0.13,0.0,0.05
onotoa.csv,0.52,0.46,0.57,0.73,0.61,0.8,0.52,0.48,0.7,0.0,0.36,0.4,0.87,0.41,0.69,0.0,0.62
openintents.csv,0.41,0.38,0.29,0.0,0.25,0.7,0.0,0.4,0.32,0.5,0.28,0.27,0.15,0.33,0.24,0.0,0.14
qlc.csv,0.27,0.19,0.19,0.09,0.04,0.4,0.14,0.0,0.02,0.0,0.29,0.0,0.0,0.0,0.04,1.0,0.0
triplea.csv,0.53,0.37,0.05,0.82,0.65,0.2,0.62,0.43,0.5,0.44,0.29,0.56,0.79,0.67,0.62,0.0,0.64
