,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.39,0.34,0.64,0.06,0.39
nabu-library.csv,0.53,0.38,0.3,0.31,0.78
pcgen.csv,0.52,0.67,0.26,0.29,0.51
selenium.csv,0.69,0.65,0.25,0.48,0.33
tolven.csv,0.73,0.76,0.1,0.55,1.0
