,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,96.5,97.5,2338.0,98.5,97.5,183.0,1321.5,573.0,99.0,482.0,98.5
ivef-sdk.csv,97.5,97.5,55.5,98.5,98.5,185.0,1247.0,284.5,99.0,0.0,244.0
jaolt.csv,97.5,97.5,124.0,98.5,98.5,87.5,813.0,284.5,99.0,190.0,460.0
jmule.csv,97.5,94.5,251.0,97.5,98.5,464.5,513.0,283.5,99.0,555.0,95.5
jstock.csv,97.5,97.5,1898.5,97.5,97.5,506.0,437.5,190.0,98.5,191.0,77.5
lphant.csv,97.5,97.5,1059.5,98.5,98.5,87.5,788.5,190.0,99.0,93.5,95.5
novembre.csv,97.5,97.5,140.5,152.0,97.5,366.0,141.0,88.5,1509.0,97.5,92.5
oorexx.csv,97.5,97.5,452.5,15.5,98.5,194.5,345.0,91.5,99.0,280.5,92.5
pi-qmc.csv,196.0,97.5,1997.0,98.5,98.5,464.5,674.0,91.5,99.0,192.5,98.5
qedo.csv,195.0,97.5,125.0,98.5,98.5,309.5,1056.0,288.0,98.5,88.5,98.5
yaprm.csv,97.5,97.5,252.0,98.5,98.5,80.0,776.5,88.5,99.0,290.0,95.5
