,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.77,0.37,1.0,0.83,0.73,0.2,0.62,0.48,0.33,0.48,0.83,1.0,0.69,0.46,0.54,0.98,0.92,0.67
bigdata.csv,0.57,0.2,0.19,0.48,0.12,0.06,0.75,0.36,0.32,0.04,0.16,0.08,0.24,0.43,0.51,0.65,0.2,0.12
chaperon.csv,0.42,0.7,0.37,0.65,0.1,0.52,0.88,0.61,0.0,0.4,0.01,0.06,0.21,0.65,0.57,0.43,0.43,0.45
e-bio-flow.csv,0.46,0.23,0.23,0.21,0.46,0.06,0.62,0.28,0.09,0.12,0.67,0.16,0.34,0.63,0.62,0.43,0.28,0.13
exist.csv,0.66,0.63,0.92,0.9,0.4,0.14,0.75,0.32,0.79,0.72,0.87,0.51,0.5,0.66,0.22,0.61,0.78,0.46
freedom-erp.csv,0.4,0.0,0.15,0.54,0.04,0.31,0.38,0.01,0.03,0.04,0.34,0.16,0.2,0.02,0.43,0.0,0.05,0.03
geotools.csv,0.78,0.27,0.71,0.75,0.44,0.55,0.0,0.61,0.4,0.64,0.37,0.16,0.34,0.74,0.27,0.12,0.61,0.35
jaxlib.csv,0.32,0.7,0.35,0.04,0.73,0.3,0.0,0.18,0.41,0.72,0.14,0.41,0.67,0.18,0.27,0.71,0.47,0.81
jppf-project.csv,0.71,0.9,0.52,0.73,0.77,0.84,0.25,0.53,0.88,0.92,0.8,0.75,0.68,0.53,0.54,0.99,0.45,0.46
matrex.csv,0.17,0.37,0.33,0.25,0.02,0.3,0.25,0.01,0.15,0.08,0.2,0.04,0.25,0.03,0.22,0.41,0.16,0.16
mediate.csv,0.02,0.47,0.71,0.54,0.27,0.48,0.38,0.42,0.84,0.24,0.64,0.59,0.4,0.29,0.43,0.41,0.56,0.58
nunit.csv,0.58,0.77,0.62,0.46,0.4,0.14,0.75,0.67,0.21,0.88,0.17,0.29,0.33,0.56,0.41,0.89,0.24,0.35
octet.csv,0.85,1.0,0.75,0.92,0.4,0.3,0.25,0.89,0.71,0.16,0.93,0.12,0.3,0.18,0.65,0.98,0.26,0.06
pokenetonline.csv,0.91,1.0,0.9,0.98,0.88,0.83,0.88,1.0,0.89,0.24,0.87,0.84,0.74,0.71,0.86,0.82,0.76,0.43
reaper3d.csv,0.18,0.0,0.29,0.21,0.08,0.39,0.5,0.45,0.21,0.32,0.41,0.49,0.21,0.34,0.27,0.26,0.34,0.22
simplewebservices.csv,0.82,0.83,0.6,1.0,0.6,0.89,1.0,0.91,0.79,0.72,1.0,0.43,0.69,0.95,0.95,0.35,0.61,0.74
stajistics.csv,0.68,0.27,0.58,0.9,0.25,0.73,0.75,0.98,0.2,0.48,0.99,0.18,0.48,0.83,0.89,0.52,0.74,0.28
swtfox.csv,0.25,0.93,0.54,0.29,0.81,0.76,0.75,0.79,0.99,0.88,0.03,0.86,0.71,0.76,0.49,0.77,0.49,0.72
