,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.6,0.62,1.0,1.0,0.75,0.75,0.8,0.54,0.56,0.78,1.0,0.71,0.92,0.88,0.72,0.96,0.9,0.9
bigdata.csv,0.25,0.31,0.4,0.0,0.0,0.18,0.75,0.4,0.3,0.07,0.46,0.14,0.36,0.75,0.8,0.53,0.5,0.13
chaperon.csv,0.42,0.64,0.2,0.5,1.0,0.45,0.59,0.61,0.01,0.25,0.0,0.14,0.27,0.75,0.45,0.32,0.57,0.4
e-bio-flow.csv,0.28,0.23,0.7,0.5,0.0,0.09,0.59,0.23,0.03,0.23,0.75,0.14,0.48,0.75,0.81,0.54,0.32,0.4
exist.csv,0.45,0.82,0.93,1.0,0.75,0.23,0.62,0.78,0.79,0.9,0.97,0.71,0.8,0.75,0.32,0.69,0.88,0.77
freedom-erp.csv,0.1,0.0,0.33,0.5,0.25,0.52,0.48,0.08,0.37,0.1,0.79,0.29,0.2,0.0,0.27,0.0,0.05,0.03
geotools.csv,0.72,0.46,0.73,0.5,0.0,0.79,0.34,0.9,0.56,0.83,0.58,0.43,0.66,0.88,0.39,0.24,0.68,0.63
jaxlib.csv,0.52,0.67,0.3,1.0,0.5,0.41,0.07,0.13,0.48,0.72,0.04,0.29,0.54,0.25,0.35,0.66,0.32,0.67
jppf-project.csv,0.72,0.97,0.77,0.5,0.5,0.89,0.76,0.47,0.92,0.87,0.97,0.71,0.65,0.38,0.51,0.99,0.25,0.4
matrex.csv,0.15,0.64,0.37,0.5,0.25,0.59,0.38,0.05,0.82,0.2,0.38,0.29,0.26,0.0,0.11,0.39,0.22,0.27
mediate.csv,0.18,0.79,0.77,1.0,0.5,0.66,0.16,0.48,0.81,0.43,0.7,0.71,0.26,0.5,0.63,0.54,0.7,0.63
nunit.csv,0.4,0.9,0.63,0.0,0.5,0.25,0.48,0.84,0.14,0.85,0.28,0.29,0.42,0.62,0.5,0.87,0.65,0.53
octet.csv,0.75,0.97,0.77,0.0,0.25,0.36,0.47,0.86,0.66,0.23,0.97,0.71,0.48,0.38,0.71,0.97,0.38,0.27
pokenetonline.csv,0.7,0.95,1.0,1.0,0.75,0.95,0.96,1.0,0.95,0.75,0.98,1.0,0.92,0.75,0.89,0.81,0.85,0.83
reaper3d.csv,0.12,0.03,0.43,0.5,0.25,0.38,0.14,0.52,0.14,0.4,0.6,0.43,0.13,0.88,0.31,0.21,0.3,0.33
simplewebservices.csv,0.82,0.79,0.63,1.0,0.75,0.82,0.9,0.94,0.55,0.92,1.0,0.57,0.78,0.88,0.97,0.7,0.72,0.87
stajistics.csv,0.4,0.33,0.7,0.5,0.5,0.68,0.75,0.94,0.25,0.6,0.99,0.57,0.81,1.0,0.88,0.59,0.78,0.7
swtfox.csv,0.72,0.92,0.47,0.0,1.0,0.61,0.65,0.74,0.89,0.62,0.07,0.57,0.49,0.62,0.49,0.65,0.52,0.4
