,recall,precision,pf,pci_20,ifa,wins
azureus.csv,0.79,0.39,0.6799999999999999,0.385,2.0,3
bigdata.csv,0.33499999999999996,0.435,0.22,0.6,3.0,12
chaperon.csv,0.435,0.345,0.43,0.585,2.5,2
e-bio-flow.csv,0.36,0.415,0.28,0.63,2.0,16
exist.csv,0.775,0.405,0.645,0.38,0.0,14
freedom-erp.csv,0.225,0.33,0.1,0.67,1.5,8
geotools.csv,0.605,0.44,0.42000000000000004,0.42,1.5,15
jaxlib.csv,0.44499999999999995,0.365,0.38,0.635,3.0,4
jppf-project.csv,0.715,0.405,0.72,0.495,2.0,6
matrex.csv,0.28,0.45999999999999996,0.185,0.73,1.0,17
mediate.csv,0.63,0.43,0.44999999999999996,0.54,3.5,7
nunit.csv,0.5,0.395,0.435,0.495,0.5,13
octet.csv,0.5700000000000001,0.43,0.525,0.49,2.0,9
pokenetonline.csv,0.935,0.4,0.865,0.38,1.5,5
reaper3d.csv,0.32,0.37,0.28,0.655,1.5,11
simplewebservices.csv,0.82,0.38,0.8049999999999999,0.41,2.5,0
stajistics.csv,0.69,0.425,0.63,0.405,1.0,10
swtfox.csv,0.615,0.35,0.755,0.52,2.0,1
