,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.75,0.27,0.61,0.61,0.94,0.62,0.83,0.92,0.5,0.92,0.75,0.67,0.98
empserver.csv,0.43,0.63,0.48,0.45,0.35,0.38,0.42,0.34,0.71,0.54,0.39,0.48,0.41
emulemorph.csv,0.5,0.0,0.0,0.97,0.67,0.67,0.8,0.61,0.0,0.81,0.0,0.0,0.99
google-web-toolkit.csv,0.36,0.51,0.5,0.49,0.35,0.68,0.49,0.41,0.41,0.92,0.35,0.44,0.49
htmlunit.csv,0.41,0.28,0.41,0.36,0.99,0.5,0.54,0.35,0.44,0.34,0.59,0.43,0.48
jaxen.csv,0.48,0.62,0.46,0.66,0.85,0.51,0.79,0.46,0.41,0.44,0.45,0.39,0.48
jguard.csv,0.46,0.26,0.63,0.52,0.43,0.41,0.45,0.75,0.6,0.54,0.5,0.57,0.47
kowari.csv,0.67,0.98,0.67,0.62,0.97,0.44,0.67,0.46,0.47,0.46,0.71,0.5,0.52
maidsafe-dht.csv,0.64,0.46,0.71,0.45,0.91,0.41,0.62,0.39,0.41,0.4,0.33,0.37,0.6
mimosa.csv,0.46,0.26,0.48,0.58,0.37,0.38,0.5,0.47,0.69,0.44,0.56,0.57,0.44
vdsf.csv,0.45,0.99,0.45,0.66,0.36,0.4,0.47,0.45,0.4,0.42,0.38,0.42,0.52
xbrlapi.csv,0.47,0.0,0.91,0.81,0.42,0.7,0.79,0.43,0.57,0.0,0.54,0.77,0.79
