,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,1.0,0.28,0.45,0.67,0.41,0.1,0.32,0.41,0.26,0.24
aime.csv,0.32,0.35,0.4,0.34,1.0,0.32,0.28,0.49,0.34,0.04
badtrinitycore.csv,0.23,0.0,0.16,0.93,0.33,0.33,0.1,0.33,0.11,0.33
electric-core.csv,0.29,0.56,0.93,0.57,0.5,0.48,0.47,0.5,0.66,0.52
geochat.csv,0.66,0.42,0.47,0.07,0.54,0.61,0.61,0.42,0.47,0.98
mumble.csv,0.58,0.6,0.4,0.22,0.09,0.1,0.87,0.31,0.34,0.2
olsrd.csv,0.75,0.99,0.61,0.63,0.72,0.58,0.68,0.63,0.46,0.61
silvertree.csv,0.47,0.32,0.42,0.13,0.17,1.0,0.48,0.11,0.2,0.24
skia.csv,0.64,0.54,0.52,0.53,0.5,0.4,0.41,0.34,0.97,0.23
t-2.csv,0.1,0.27,0.41,0.41,0.29,0.1,0.34,0.93,0.25,0.56
