,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.63,0.66,0.61,0.54,0.71,0.82,0.51,0.8,0.55,0.77,0.78,0.58,0.48,0.33,0.36,0.58,0.96,0.83
archive-crawler.csv,0.52,0.58,0.68,0.61,0.76,0.59,0.47,0.66,0.68,0.62,0.65,0.58,0.69,0.64,0.52,0.81,1.02,0.65
customwars.csv,0.65,0.44,0.61,0.75,0.7,0.51,0.61,0.59,0.3,0.66,0.67,0.67,0.71,0.95,0.7,0.69,0.71,0.52
gbif-providertoolkit.csv,0.82,0.76,0.7,0.43,0.56,0.31,0.67,0.58,0.29,0.81,0.78,0.64,0.72,0.43,0.5,0.86,0.83,0.9
gss.csv,0.44,0.61,0.87,0.97,0.39,0.87,0.54,0.7,0.71,0.63,0.93,0.79,0.73,1.01,0.49,0.33,0.66,0.31
heekscad.csv,0.38,0.42,0.71,0.57,0.42,0.62,0.41,0.68,0.33,0.56,0.74,0.59,0.5,0.63,0.41,0.38,0.91,0.6
ikvm.csv,0.99,0.73,0.22,0.78,0.94,0.79,0.9,0.79,0.44,0.73,0.81,0.65,0.87,0.82,1.04,0.93,0.54,0.93
jaxen.csv,0.96,0.88,0.56,0.77,0.83,0.82,0.86,0.74,0.1,0.85,0.91,0.91,0.83,0.93,0.77,0.93,0.74,0.87
jcae.csv,0.72,0.77,0.71,0.3,0.64,0.53,0.76,0.94,0.46,0.49,0.55,0.53,0.92,0.66,0.85,0.74,0.96,0.61
levent.csv,0.73,0.96,0.91,0.39,1.0,0.61,0.72,0.44,0.66,0.8,0.99,0.58,0.75,0.9,0.54,0.77,1.0,0.96
nicepress.csv,0.73,0.55,0.81,0.7,0.49,0.53,0.6,1.0,0.31,0.31,0.71,0.69,0.77,0.87,0.79,0.56,0.98,0.75
pnotepad.csv,0.45,0.73,0.89,1.0,0.45,0.91,0.62,0.63,0.85,0.7,0.97,0.71,0.67,1.0,0.45,0.1,0.79,0.58
qcad2.csv,0.65,0.59,0.67,0.54,0.58,0.92,0.41,0.53,0.78,0.81,0.73,0.63,0.78,0.77,0.73,0.66,1.1,0.81
qedo.csv,0.93,0.89,0.82,0.86,0.86,0.85,1.02,1.04,1.01,0.97,1.0,0.92,0.94,0.99,1.03,0.71,0.31,0.65
quarkplusplus.csv,0.52,0.63,0.67,0.9,0.73,0.63,0.66,0.52,0.5,0.56,0.68,0.59,0.49,0.74,0.42,0.82,0.84,0.54
sigil.csv,0.44,0.56,0.79,0.4,0.54,0.54,0.45,0.84,0.39,0.69,0.73,0.54,0.58,0.38,0.26,0.42,0.96,0.76
xcsoar.csv,0.42,0.37,0.64,0.62,0.63,0.49,0.67,0.67,0.48,0.57,0.75,0.81,0.62,0.77,0.49,0.67,0.96,0.71
xuggle.csv,0.58,0.83,0.54,0.99,0.34,0.66,0.66,0.65,0.35,0.53,0.75,0.69,0.68,0.93,0.52,0.46,0.69,0.74
