,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.48,0.49,0.88,0.5,0.58,0.43,0.88,0.61,0.82,0.46,0.56,0.53,0.7,0.57
autowikibrowser.csv,0.42,0.62,0.73,0.63,0.62,0.64,0.44,0.46,0.69,0.68,0.41,0.39,0.56,0.56
cities3d.csv,0.65,0.96,0.76,0.73,0.81,0.43,0.99,0.62,1.0,0.76,0.72,0.52,1.0,0.96
kmatplot.csv,0.4,0.73,0.66,0.71,0.69,0.73,0.85,0.62,1.0,0.74,0.62,0.7,0.87,0.67
libarchive.csv,0.54,0.88,0.41,0.62,0.76,0.75,0.61,0.55,0.72,0.66,0.61,0.49,0.65,0.46
lphant.csv,0.4,0.84,0.48,0.61,0.73,0.47,0.82,0.55,0.74,0.6,0.36,0.54,0.42,0.48
mob-sen-plat.csv,0.57,0.78,0.35,0.74,0.73,0.41,0.48,0.62,0.61,0.81,0.62,0.75,0.6,0.46
mscore.csv,0.72,0.75,0.49,0.84,0.98,0.41,0.41,0.41,0.72,0.71,0.7,0.53,0.72,0.55
pidgin.csv,0.71,0.64,0.82,0.57,0.61,0.6,0.39,0.48,0.58,0.61,0.63,0.49,0.48,0.49
quickfast.csv,0.64,0.82,0.85,0.6,0.72,0.84,0.8,0.78,0.72,0.72,0.91,0.99,0.31,0.81
raygina.csv,0.47,0.32,1.0,0.74,0.8,0.62,0.96,0.56,0.76,0.68,0.78,0.69,0.71,0.93
riff-evolve.csv,0.48,0.64,0.91,0.54,0.54,0.4,0.43,0.61,0.86,0.41,0.46,0.51,0.5,0.64
upp-mirror.csv,0.57,0.7,0.86,0.66,0.43,0.85,0.62,0.64,0.75,0.68,0.93,0.62,0.71,0.79
wishmaster.csv,0.62,0.75,0.91,0.65,0.56,0.58,0.69,0.59,0.39,0.82,0.55,0.63,0.57,0.74
