,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.46,0.4,0.75,0.49,0.36,0.51,0.36,0.53,0.42,0.43,0.35,0.42,0.38,0.46
autowikibrowser.csv,0.42,0.31,0.55,0.36,0.28,0.36,0.31,0.35,0.36,0.38,0.4,0.36,0.32,0.5
cities3d.csv,0.57,0.5,0.7,0.52,0.85,0.61,0.5,0.52,0.0,0.98,0.73,0.62,0.0,0.5
kmatplot.csv,0.48,0.83,0.36,0.45,0.53,0.41,0.96,0.56,0.8,0.58,0.36,0.5,0.88,0.76
libarchive.csv,0.45,0.37,0.33,0.4,0.31,0.43,0.34,0.41,0.36,0.44,0.37,0.38,0.35,0.44
lphant.csv,0.47,0.36,0.38,0.41,0.37,0.53,0.36,0.39,0.35,0.51,0.42,0.35,0.3,0.44
mob-sen-plat.csv,0.43,0.36,0.37,0.42,0.32,0.63,0.33,0.38,0.39,0.4,0.39,0.67,0.57,0.51
mscore.csv,0.39,0.37,0.36,0.41,0.36,0.68,0.36,0.43,0.35,0.38,0.33,0.42,0.38,0.49
pidgin.csv,0.4,0.37,0.86,0.43,0.39,0.38,0.33,0.39,0.39,0.42,0.36,0.36,0.41,0.5
quickfast.csv,0.43,0.41,0.35,0.47,0.36,0.39,0.36,0.39,0.38,0.43,0.35,0.39,0.34,0.44
raygina.csv,0.57,0.45,0.5,0.84,0.76,0.69,0.86,0.5,0.65,0.6,0.35,0.57,0.71,0.42
riff-evolve.csv,0.48,0.46,0.67,0.42,0.41,0.56,0.39,0.53,0.5,0.54,0.38,0.45,0.39,0.73
upp-mirror.csv,0.6,0.59,0.88,0.64,0.38,0.99,0.48,0.65,0.76,0.59,0.86,0.62,0.51,0.91
wishmaster.csv,0.76,0.69,0.8,0.56,0.33,0.59,0.57,0.49,0.54,0.93,0.73,0.67,0.5,0.81
