,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.43,0.58,0.22,0.56,0.7,0.27,0.83,0.54,0.2,0.71,0.61,0.62,0.68,0.65
autowikibrowser.csv,0.47,0.54,0.41,0.55,0.72,0.18,0.75,0.7,0.28,0.52,0.67,0.7,0.76,0.56
cities3d.csv,0.31,0.07,0.37,0.46,0.31,0.29,0.01,0.53,0.0,0.36,0.38,0.6,0.0,0.08
kmatplot.csv,0.48,0.38,0.77,0.5,0.48,0.19,0.25,0.54,0.0,0.39,0.62,0.47,0.22,0.48
libarchive.csv,0.39,0.57,0.79,0.53,0.7,0.16,0.81,0.7,0.33,0.52,0.54,0.63,0.69,0.63
lphant.csv,0.49,0.55,0.71,0.52,0.73,0.26,0.82,0.69,0.26,0.53,0.7,0.69,0.75,0.61
mob-sen-plat.csv,0.39,0.55,0.79,0.52,0.68,0.3,0.76,0.73,0.33,0.62,0.59,0.37,0.56,0.62
mscore.csv,0.36,0.56,0.78,0.55,0.72,0.33,0.77,0.74,0.35,0.67,0.56,0.62,0.62,0.63
pidgin.csv,0.32,0.56,0.3,0.56,0.69,0.2,0.8,0.69,0.38,0.56,0.55,0.64,0.67,0.63
quickfast.csv,0.34,0.51,0.77,0.5,0.61,0.15,0.84,0.74,0.35,0.48,0.59,0.57,0.81,0.58
raygina.csv,0.43,0.71,0.0,0.36,0.34,0.21,0.07,0.64,0.24,0.45,0.55,0.43,0.44,0.6
riff-evolve.csv,0.42,0.45,0.17,0.56,0.67,0.3,0.72,0.55,0.16,0.7,0.62,0.6,0.65,0.51
upp-mirror.csv,0.36,0.41,0.24,0.43,0.75,0.11,0.56,0.54,0.26,0.47,0.17,0.51,0.51,0.31
wishmaster.csv,0.36,0.34,0.16,0.43,0.68,0.2,0.48,0.59,0.5,0.29,0.61,0.5,0.58,0.4
