,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.42,0.44,0.42,0.4
jajuk.csv,0.39,0.36,0.34,0.29
vapor.csv,0.4,0.5,0.51,0.37
zorannt.csv,0.49,0.51,0.56,0.56
