,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.68,0.37,0.46,0.7
jajuk.csv,0.8,0.36,0.42,0.77
vapor.csv,0.63,0.25,0.47,0.71
zorannt.csv,0.58,0.46,0.39,0.6
