,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.53,0.47,0.57,0.55,0.91,0.93,0.55,0.88,0.62,0.67,0.89,0.65,0.67,0.97
doomlegacy.csv,0.43,0.41,0.4,0.45,0.72,0.38,0.55,0.42,0.48,0.34,0.65,0.41,0.42,0.92
empserver.csv,0.56,0.42,0.44,0.43,0.56,0.39,0.5,0.43,0.72,0.33,0.54,0.55,0.43,0.59
fritzing.csv,0.57,0.46,0.56,0.65,0.75,0.5,0.67,0.4,0.98,0.92,0.92,0.83,0.98,0.94
ifmo-game-1.csv,0.5,0.75,0.93,0.7,0.52,0.86,0.41,0.75,0.97,0.9,0.67,0.88,0.98,0.93
jparsec.csv,0.42,0.97,0.43,0.47,0.41,0.5,0.4,0.47,0.52,0.49,0.57,0.76,0.6,0.45
lmms.csv,0.49,0.68,0.46,0.47,0.87,0.93,0.56,0.5,0.51,0.52,0.71,0.7,0.58,0.5
lufa-lib.csv,0.93,0.56,0.62,0.56,0.89,0.88,0.57,0.43,0.77,0.68,0.48,0.62,0.97,0.91
pgui.csv,0.69,0.44,0.0,0.45,0.54,0.0,0.55,0.45,0.52,0.0,0.56,0.41,0.94,0.0
pi-qmc.csv,0.91,0.93,0.45,0.5,0.37,0.38,0.39,0.44,0.52,0.35,0.37,0.52,0.63,0.43
repositorium.csv,0.88,0.97,0.51,0.54,0.5,0.6,0.0,0.82,0.94,0.61,0.46,0.45,0.49,0.67
superwaba.csv,0.43,0.41,0.38,0.36,0.36,0.32,0.44,0.4,0.49,0.49,0.7,0.64,0.4,0.46
xapian.csv,0.42,0.46,0.46,0.56,0.73,0.59,0.51,0.6,0.62,0.44,0.68,0.57,0.48,0.55
zemljanka.csv,0.45,0.48,0.44,0.51,0.39,0.43,0.41,0.4,0.53,0.36,0.4,0.52,0.48,0.47
